,Unnamed: 0.1,Unnamed: 0,con,dgram_cce,exp_res,fape,hard,helix,i_ptm,loss,models,pae,plddt,ptm,recycles,seq_ent,seqid,soft,temp,rmsd_io,tm_i,tm_o,tm_io,composite,names,data
TMB2.52,83,83,1.9985506534576416,1.4280972480773926,0.0222700498998165,0.177296444773674,1.0,3.803087949752808,0.0,1.4280972480773926,[0],3.5448832139372826,0.915087141096592,0.7314877510070801,1,217.03521728515625,1.0,0.0,1.0,0.4798473119735718,1.0,0.9784,0.9784,0.6549165340642138,2003485_0002,TMB
TMB2.54,84,84,2.527353286743164,1.9691039323806765,0.0507879629731178,0.2734537124633789,1.0,3.1472830772399902,0.0,1.9691039323806765,[0],6.509875535964966,0.7989326417446136,0.543513298034668,1,217.03521728515625,1.0,0.0,1.0,1.201837420463562,1.0,0.8908,1.0,0.4342305150221648,2003485_1017,TMB
TMB2.55,85,85,2.52875018119812,1.8703707456588743,0.0512319095432758,0.2889826595783233,1.0,3.8310952186584473,0.0,1.8703707456588743,[0],7.067416578531265,0.7939305752515793,0.5676449537277222,1,217.03521728515625,1.0,0.0,1.0,1.275998830795288,1.0,0.88,0.88,0.3965902024935018,2003485_1029,TMB
TMB2.56,86,86,2.4889373779296875,1.952089548110962,0.0409075282514095,0.3298970460891723,1.0,4.000775337219238,0.0,1.952089548110962,[0],6.402439385652542,0.8072381615638733,0.5890974998474121,1,217.03521728515625,1.0,0.0,1.0,1.4275165796279907,1.0,0.8813,0.8813,0.4190951494052415,2003485_1036,TMB
TMB2.57,87,87,2.379788398742676,1.96448826789856,0.0204601269215345,0.308126837015152,1.0,3.3703320026397705,0.0,1.96448826789856,[0],5.060529634356499,0.8605061173439026,0.6373292803764343,1,203.47052001953125,1.0,0.0,1.0,1.547058343887329,1.0,0.8241,0.8241,0.4519576560641312,2003532_0000,TMB
TMB2.58,88,88,2.420340061187744,2.016695737838745,0.0175477750599384,0.3239116370677948,1.0,3.489465475082397,0.0,2.016695737838745,[0],5.201488018035889,0.8331738114356995,0.6076843738555908,1,203.47052001953125,1.0,0.0,1.0,1.1654598712921145,1.0,0.8836,0.8836,0.4473726053466523,2003532_1020,TMB
TMB2.59,89,89,2.3925211429595947,1.9723868370056152,0.0372814387083053,0.3005395531654358,1.0,3.992977142333984,0.0,1.9723868370056152,[0],5.469597056508064,0.8388907164335251,0.6251599788665771,1,203.47052001953125,1.0,0.0,1.0,0.924639105796814,1.0,0.9224,0.9224,0.4837442885185309,2003532_1022,TMB
TMB2.6,90,90,1.7876125574111938,1.3315422534942627,0.0169675201177597,0.1873645335435867,1.0,4.386002540588379,0.0,1.3315422534942627,[0],3.4847202077507973,0.9259456619620324,0.7708165049552917,1,271.29400634765625,1.0,0.0,1.0,0.6086835265159607,1.0,0.9738,0.9738,0.695034362920067,2003594_0000,TMB
TMB2.60,91,91,2.198967456817627,1.6547003984451294,0.0214928928762674,0.2378930449485778,1.0,0.7000159025192261,0.0,1.6547003984451294,[0],3.774519219994545,0.8981493934988976,0.6740269660949707,1,195.33169555664065,1.0,0.0,1.0,1.1893279552459717,1.0,0.8791,0.8791,0.5321868422843679,997258_0001,TMB
TMB2.62,92,92,2.394425630569458,1.7019668817520142,0.0481602288782596,0.2861525416374206,1.0,0.862015962600708,0.0,1.7019668817520142,[0],4.551709905266762,0.8722463995218277,0.641516923904419,1,195.33169555664065,1.0,0.0,1.0,1.1087687015533447,1.0,0.895,0.895,0.5008069402616132,997258_0004,TMB
TMB2.63,93,93,2.5593419075012207,1.5007675886154177,0.0124066052958369,0.3697138130664825,1.0,0.5585842132568359,0.0,1.5007675886154177,[0],5.601132869720459,0.8443670272827148,0.6343944668769836,1,257.72930908203125,1.0,0.0,1.0,2.113230466842652,1.0,0.7798,0.7798,0.4177090483407624,997523_0000,TMB
TMB2.64,94,94,2.129840135574341,1.4040125608444214,0.0259568877518177,0.2224816679954528,1.0,0.5906085968017578,0.0,1.4040125608444214,[0],4.201565191149712,0.89992705732584,0.7290945053100586,1,257.72930908203125,1.0,0.0,1.0,1.155469536781311,1.0,0.9133,0.9133,0.5992452393151004,997523_0003,TMB
TMB2.65,95,95,2.6572470664978027,1.690001130104065,0.031390331685543,0.4453834295272827,1.0,0.6054285168647766,0.0,1.690001130104065,[0],6.487924799323082,0.8154009729623795,0.5855131149291992,1,257.72930908203125,1.0,0.0,1.0,2.742518186569214,1.0,0.6801,0.6801,0.3246987580413013,997523_0005,TMB
TMB2.66,96,96,2.2744929790496826,1.5082019567489624,0.0216156765818595,0.3876993060111999,1.0,0.5078281164169312,0.0,1.5082019567489624,[0],5.335402339696884,0.8621821105480194,0.6942358016967773,1,257.72930908203125,1.0,0.0,1.0,2.1827404499053955,1.0,0.8035,0.8035,0.4809411028904762,997523_0006,TMB
TMB2.67,97,97,2.1247873306274414,1.7240605354309082,0.0089009460061788,0.2989166975021362,1.0,0.7164946794509888,0.0,1.7240605354309082,[0],4.469565212726593,0.8830434754490852,0.7337365746498108,1,257.72930908203125,1.0,0.0,1.0,1.2439522743225098,1.0,0.907,0.907,0.5876646145131886,997523_0008,TMB
TMB2.68,98,98,2.591501951217652,1.6887861490249634,0.0283860340714454,0.382903903722763,1.0,0.6794443726539612,0.0,1.6887861490249634,[0],6.715917930006981,0.8122478425502777,0.6321084499359131,1,257.72930908203125,1.0,0.0,1.0,2.222765684127808,1.0,0.7871,0.7871,0.4041197492257311,997523_1003,TMB
TMB2.69,99,0,2.047792434692383,1.2100882530212402,0.0203430131077766,0.2479999214410781,1.0,0.4783022105693817,0.0,1.2100882530212402,[0],4.3471022844314575,0.9095625355839728,0.7454497814178467,1,257.72930908203125,1.0,0.0,1.0,1.058825135231018,1.0,0.9277,0.9277,0.6290113934586746,997523_1040,TMB
TMB2.7,100,1,2.2992396354675293,1.6581673622131348,0.0288743767887353,0.249965563416481,1.0,0.6935197114944458,0.0,1.6581673622131348,[0],4.450781971216202,0.8835903257131577,0.6551905274391174,1,203.47052001953125,1.0,0.0,1.0,1.1745946407318115,1.0,0.8791,0.8791,0.508928582148423,997791_1027,TMB
TMB2.70,101,2,2.363981008529663,1.9842400550842283,0.0157153028994798,0.3520378768444061,1.0,0.6701815724372864,0.0,1.9842400550842283,[0],4.5532416850328445,0.8698014318943024,0.6503465175628662,1,189.90582275390625,1.0,0.0,1.0,1.675911545753479,1.0,0.7994,0.7994,0.452198462363601,997915_0000,TMB
TMB2.71,102,3,2.011648416519165,2.1882312297821045,0.013275546953082,0.3177272081375122,1.0,1.30904221534729,0.0,2.1882312297821045,[0],3.880303949117661,0.8941481485962868,0.7531883716583252,1,244.16461181640625,0.3,0.0,1.0,1.9318127632141116,1.0,0.8048,0.8048,0.5420022079927349,H5_fold-0-Ana,TMB
TMB2.72,103,4,2.015913486480713,2.061151027679444,0.0108205704018473,0.2555972635746002,1.0,1.3359233140945437,0.0,2.061151027679444,[0],3.8814929723739615,0.8954176381230354,0.759280800819397,1,244.16461181640625,0.4,0.0,1.0,1.4937516450881958,1.0,0.8589,0.8589,0.5839432815905333,H5_fold-0-Bill,TMB
TMB2.73,104,5,1.768351912498474,1.6377389430999756,0.0124680055305361,0.1700766533613205,1.0,1.423725724220276,0.0,1.6377389430999756,[0],3.225245676934719,0.9285406544804572,0.810736358165741,1,244.16461181640625,0.6666666666666666,0.0,1.0,0.8232677578926086,1.0,0.9479,0.9479,0.7135807016870966,H5_fold-0-Chantal,TMB
TMB2.74,105,6,1.938010334968567,1.6046228408813477,0.0131476139649748,0.1513199359178543,1.0,1.3785855770111084,0.0,1.6046228408813477,[0],3.556299962103367,0.9129208102822304,0.765510082244873,1,244.16461181640625,0.6777777777777778,0.0,1.0,0.7677997350692749,1.0,0.9541,0.9541,0.666772865680801,H5_fold-0-Chris,TMB
TMB2.75,106,7,1.864687442779541,1.7562428712844849,0.0121032185852527,0.167721688747406,1.0,1.3451290130615234,0.0,1.7562428712844849,[0],3.5760869905352592,0.914865106344223,0.7931394577026367,1,244.16461181640625,0.6888888888888889,0.0,1.0,0.9324047565460204,1.0,0.934,0.934,0.6777249837720053,H5_fold-0-Danny,TMB
TMB2.76,107,8,1.767561912536621,1.512943148612976,0.0119765866547822,0.1332392245531082,1.0,1.421391487121582,0.0,1.512943148612976,[0],3.19737546145916,0.9278443083167076,0.8091878890991211,1,244.16461181640625,1.0,0.0,1.0,0.6026903390884399,1.0,0.9708,0.9708,0.7288770062434553,H5_fold-0-Elsa,TMB
TMB2.77,108,9,1.929466128349304,1.6762124300003052,0.0127677889540791,0.1728484332561493,1.0,1.4464019536972046,0.0,1.6762124300003052,[0],3.51415153592825,0.915369600057602,0.7815784811973572,1,244.16461181640625,0.6888888888888889,0.0,1.0,0.7769632339477539,1.0,0.9525,0.9525,0.6814501056142583,H5_fold-0-Fay,TMB
TMB2.78,109,10,1.9893853664398196,1.8580639362335205,0.0193040370941162,0.2214010655879974,1.0,1.2957249879837036,0.0,1.8580639362335205,[0],3.886383026838303,0.9063244983553886,0.7721970081329346,1,244.16461181640625,0.6111111111111112,0.0,1.0,1.1400915384292605,1.0,0.9137,0.9137,0.6394630560294308,H5_fold-0-Flanklin,TMB
TMB2.79,110,11,2.0686755180358887,2.0153884887695312,0.0246666390448808,0.2721510231494903,1.0,1.379780411720276,0.0,2.0153884887695312,[0],4.271482899785042,0.8855705410242081,0.7315021753311157,1,244.16461181640625,0.3111111111111111,0.0,1.0,1.4602792263031006,1.0,0.865,0.865,0.5603442122506325,H5_fold-0-Hermine,TMB
TMB2.8,111,12,1.732426643371582,2.091748714447021,0.0101123452186584,0.231835663318634,1.0,1.3141021728515625,0.0,2.091748714447021,[0],3.466574437916279,0.9202323481440544,0.8038399815559387,1,244.16461181640625,0.3222222222222222,0.0,1.0,1.2742401361465454,1.0,0.8869,0.8869,0.6560572722291187,H5_fold-0-Larry,TMB
TMB2.80,112,13,1.981125831604004,1.9007172584533687,0.0319822691380977,0.3327381312847137,1.0,1.156825304031372,0.0,1.9007172584533687,[0],3.815045557916165,0.9137113764882088,0.7542829513549805,1,303.84930419921875,0.5089285714285714,0.0,1.0,1.5001451969146729,1.0,0.8932,0.8932,0.6155906833562729,H6_fold-C-Cyrus,TMB
TMB2.81,113,14,1.960456371307373,1.763060212135315,0.0164262484759092,0.2853334248065948,1.0,1.1759403944015503,0.0,1.763060212135315,[0],3.565673105418682,0.9180155247449876,0.7564990520477295,1,303.84930419921875,0.4910714285714285,0.0,1.0,1.175092339515686,1.0,0.9231,0.9231,0.641072525706035,H6_fold-C-Dan,TMB
TMB2.82,114,15,2.0449020862579346,1.8851203918457031,0.0141524942591786,0.3131231069564819,1.0,1.0774964094161987,0.0,1.8851203918457031,[0],3.9897037893533702,0.9035292938351632,0.7360878586769104,1,303.84930419921875,0.5267857142857143,0.0,1.0,1.3056963682174685,1.0,0.9053,0.9053,0.6020941566345878,H6_fold-C-Max,TMB
TMB2.83,115,16,2.2038609981536865,1.641197681427002,0.0156530272215604,0.2500417530536651,1.0,1.0868138074874878,0.0,1.641197681427002,[0],4.691725015640259,0.8712597787380219,0.7085122466087341,1,303.84930419921875,0.5446428571428571,0.0,1.0,0.9684833884239196,1.0,0.946,0.946,0.5839641191599751,H6_fold-C-Melvin,TMB
TMB2.84,116,17,1.6932178735733032,1.9818345308303835,0.0126314787194132,0.3047932088375091,1.0,1.2087754011154177,0.0,1.9818345308303835,[0],3.219076059758663,0.9320005550980568,0.807267427444458,1,303.84930419921875,0.4464285714285714,0.0,1.0,1.451401948928833,1.0,0.8898,0.8898,0.6694621097987273,H6_fold-C-Moca,TMB
TMB2.85,117,18,2.0420947074890137,1.7873388528823853,0.0125838881358504,0.2819724380970001,1.0,1.096010446548462,0.0,1.7873388528823853,[0],4.055077433586121,0.8963315114378929,0.7555810213088989,1,303.84930419921875,0.4285714285714285,0.0,1.0,1.2450097799301147,0.9099,0.9163,0.9163,0.6205651635443835,H6_fold-C-Paul,TMB
TMB2.86,118,19,2.003988265991211,1.470502853393555,0.0175100471824407,0.2058565765619278,1.0,1.175872564315796,0.0,1.470502853393555,[0],3.8597498759627342,0.9052937924861908,0.7305023074150085,1,303.84930419921875,1.0,0.0,1.0,0.8177040815353394,1.0,0.9628,0.9628,0.6367181298996994,H6_fold-C-Rei,TMB
TMB2.87,119,20,2.0386765003204346,1.936362862586975,0.0135113345459103,0.2353073209524154,1.0,1.143386721611023,0.0,1.936362862586975,[0],3.81949769705534,0.9031139612197876,0.7524470090866089,1,306.562255859375,0.4424778761061947,0.0,1.0,1.1049789190292358,1.0,0.9324,0.9324,0.6336081300128577,H6_fold-U-Cacyd,TMB
TMB2.88,120,21,1.9706380367279053,2.006669759750366,0.0115663856267929,0.2554844617843628,1.0,1.1207516193389893,0.0,2.006669759750366,[0],3.856484681367874,0.8989686518907547,0.797982931137085,1,306.562255859375,0.4867256637168141,0.0,1.0,1.1683131456375122,1.0,0.9251,0.9251,0.6636312530124114,H6_fold-U-Hatake,TMB
TMB2.89,121,22,2.021458148956299,1.783944606781006,0.0122830215841531,0.2240634858608245,1.0,1.1162034273147583,0.0,1.783944606781006,[0],3.893401220440865,0.8986519426107407,0.7600581645965576,1,306.562255859375,0.5486725663716814,0.0,1.0,1.062677025794983,1.0,0.9433,0.9433,0.6443000729073086,H6_fold-U-Kazi,TMB
TMB2.9,122,23,2.2479193210601807,1.986270785331726,0.0226777512580156,0.2539422214031219,1.0,1.11896014213562,0.0,1.986270785331726,[0],5.001785233616829,0.865305557847023,0.7366718053817749,1,306.562255859375,0.4690265486725664,0.0,1.0,1.1761741638183594,1.0,0.9222,0.9222,0.5878528925620796,H6_fold-U-Morit,TMB
1998469_0000,123,24,2.0785813331604004,1.6096479892730713,0.0102046485990285,0.1844268590211868,1.0,1.136518120765686,0.0,1.6096479892730713,[0],4.019542545080185,0.8917709141969681,0.757165789604187,1,306.562255859375,1.0,0.0,1.0,0.6495295763015747,1.0,0.9753,0.9753,0.6585405332126634,H6_fold-U-Nomur,Foldit
1998520_0002,124,25,1.9451189041137693,1.7533292770385742,0.0221339110285043,0.2154471725225448,1.0,1.151352047920227,0.0,1.7533292770385742,[0],3.90836101770401,0.8969314023852348,0.7690695524215698,1,306.562255859375,0.5398230088495575,0.0,1.0,0.9492149353027344,1.0,0.9511,0.9511,0.6560712834714041,H6_fold-U-Sait,Foldit
1998555_1041,125,26,2.0208117961883545,1.8591933250427248,0.0112478146329522,0.2385377287864685,1.0,1.139633297920227,0.0,1.8591933250427248,[0],3.9772047251462936,0.8930732533335686,0.7499434947967529,1,306.562255859375,0.4513274336283185,0.0,1.0,1.1093789339065552,1.0,0.9353,0.9353,0.6264213620710553,H6_fold-U-Sho,Foldit
2000240_0002,126,27,2.0759105682373047,1.9345277547836304,0.013063914142549,0.2586655020713806,1.0,1.105424880981445,0.0,1.9345277547836304,[0],4.159450486302376,0.8826055899262428,0.7599049210548401,1,306.562255859375,0.5132743362831859,0.0,1.0,1.2536815404891968,1.0,0.9185,0.9185,0.6160345801479219,H6_fold-U-Takin,Foldit
2000485_1070,127,28,1.9571967124938965,1.7287847995758057,0.0217130556702613,0.2991528809070587,1.0,1.187870979309082,0.0,1.7287847995758057,[0],3.912696287035942,0.9038208946585656,0.7784766554832458,1,328.2657470703125,1.0,0.0,1.0,1.2092643976211548,1.0,0.9232,0.9232,0.6495667209464361,H6_fold-Z-Gogy,Foldit
2000518_0000,128,29,1.8447320461273196,1.946721076965332,0.016284242272377,0.3517442941665649,1.0,1.1564737558364868,0.0,1.946721076965332,[0],3.7686810418963432,0.908449910581112,0.796901524066925,1,328.2657470703125,0.3636363636363636,0.0,1.0,1.6337608098983765,1.0,0.8707,0.8707,0.6303390144868748,H6_fold-Z-Hoto,Foldit
2000518_0003,129,30,2.021172046661377,2.129331588745117,0.0129625825211405,0.4233797192573547,1.0,1.128377079963684,0.0,2.129331588745117,[0],4.3870828449726105,0.8819700703024864,0.7572166919708252,1,328.2657470703125,0.2892561983471074,0.0,1.0,2.3996756076812744,1.0,0.7695,0.7695,0.5139047722403023,H6_fold-Z-Kome,Foldit
2000665_1003,130,31,2.061580181121826,1.8499611616134644,0.0207191593945026,0.3198224008083343,1.0,1.1258816719055176,0.0,1.8499611616134644,[0],4.608776092529297,0.8803206905722618,0.7502195835113525,1,328.2657470703125,0.3471074380165289,0.0,1.0,1.5457855463027954,1.0,0.8886,0.8886,0.5868614940848456,H6_fold-Z-Nazu,Foldit
2001044_0000,131,32,1.912207126617432,2.0115959644317627,0.0110206026583909,0.373704195022583,1.0,1.1385467052459717,0.0,2.0115959644317627,[0],4.04083363711834,0.8963708654046059,0.7742660641670227,1,328.2657470703125,0.3057851239669421,0.0,1.0,1.7554926872253418,1.0,0.8829,0.8829,0.6127586826236882,H6_fold-Z-Seri,Foldit
2002089_0001,132,33,1.9832229614257808,1.7777096033096311,0.0332600511610507,0.357414960861206,1.0,1.2240370512008667,0.0,1.7777096033096311,[0],4.386053651571274,0.899162769317627,0.7759879231452942,1,328.2657470703125,0.3636363636363636,0.0,1.0,1.416278839111328,1.0,0.9065,0.9065,0.6325008113636812,H6_fold-Z-Siro,Foldit
2002089_1029,133,34,1.95276939868927,1.965624213218689,0.0188208371400833,0.3746917247772217,1.0,1.19488525390625,0.0,1.965624213218689,[0],4.097807437181473,0.9079267755150796,0.7896511554718018,1,328.2657470703125,0.3223140495867768,0.0,1.0,1.7010661363601685,1.0,0.8723,0.8723,0.625391496294214,H6_fold-Z-Suzu,Foldit
2002243_1016,134,35,1.909603476524353,1.785242795944214,0.0149840358644723,0.3089906573295593,1.0,1.1277915239334106,0.0,1.785242795944214,[0],4.011692404747009,0.9007070437073708,0.7995225787162781,1,347.25634765625,0.4609375,0.0,1.0,1.4938689470291138,1.0,0.9059,0.9059,0.652370856575241,H7_fold-K-Chario,Foldit
2002308_0000,135,36,1.9861226081848145,1.7795547246932983,0.0220273118466138,0.3026529252529144,1.0,1.1726123094558716,0.0,1.7795547246932983,[0],4.16895666718483,0.90767902135849,0.7925381660461426,1,347.25634765625,0.453125,0.0,1.0,1.439602971076965,1.0,0.9067,0.9067,0.6522530210399519,H7_fold-K-Dark,Foldit
2002308_0005,136,37,1.9415853023529053,2.070622444152832,0.0262689962983131,0.3994753956794739,1.0,1.2153527736663818,0.0,2.070622444152832,[0],4.030510753393173,0.9003568738698959,0.7964732646942139,1,347.25634765625,0.5078125,0.0,1.0,1.878255605697632,1.0,0.8555,0.8555,0.6134877578958434,H7_fold-K-Jazzbird,Foldit
2002334_0005,137,38,2.000607967376709,1.4057517051696775,0.0329159051179885,0.2037878036499023,1.0,1.2735657691955566,0.0,1.4057517051696775,[0],4.333896920084953,0.8999795317649841,0.7840562462806702,1,347.25634765625,1.0,0.0,1.0,0.959705650806427,1.0,0.9574,0.9574,0.6755745405780319,H7_fold-K-Mussoc,Foldit
2002376_0000,138,39,2.0370302200317383,1.85515570640564,0.0357300229370594,0.3463541865348816,1.0,1.2150989770889282,0.0,1.85515570640564,[0],4.44989874958992,0.8881205692887306,0.7615094184875488,1,347.25634765625,0.453125,0.0,1.0,1.7137621641159058,1.0,0.8802,0.8802,0.5952899793096382,H7_fold-K-NewWave,Foldit
2002376_0003,139,40,1.802587985992432,1.4536151885986328,0.0255284532904624,0.2352755963802337,1.0,1.2774995565414429,0.0,1.4536151885986328,[0],3.562075547873974,0.9248538687825204,0.8191795349121094,1,347.25634765625,0.7109375,0.0,1.0,0.8693027496337891,1.0,0.9613,0.9613,0.7283014153780111,H7_fold-K-R3,Foldit
2002469_0001,140,41,1.6997992992401123,1.957477688789368,0.0247102342545986,0.3181396126747131,1.0,1.2140649557113647,0.0,1.957477688789368,[0],3.466033510863781,0.9257321506738664,0.8406381011009216,1,347.25634765625,0.453125,0.0,1.0,1.538852334022522,1.0,0.8944,0.8944,0.696027193526781,H7_fold-K-Rush,Foldit
2002486_0006,141,42,1.8033206462860107,1.7497411966323853,0.0264882855117321,0.2929123640060425,1.0,1.2353299856185913,0.0,1.7497411966323853,[0],3.772370293736458,0.9191087111830712,0.8242142200469971,1,347.25634765625,0.40625,0.0,1.0,1.2342473268508911,1.0,0.9275,0.9275,0.7026206404855094,H7_fold-K-Third,Foldit
2002486_1012,142,43,1.6577683687210083,1.6344367265701294,0.0087566105648875,0.3377510607242584,1.0,7.432421684265137,0.0,1.6344367265701294,[0],3.461696393787861,0.9240374118089676,0.7870762348175049,1,295.71051025390625,0.9908256880733946,0.0,1.0,0.9025403261184692,1.0,0.952,0.952,0.6923780683450929,HBI_b_01,Foldit
2002486_1048,143,44,1.9007506370544436,1.6602394580841064,0.0104950964450836,0.3141467869281769,1.0,6.778561115264893,0.0,1.6602394580841064,[0],4.523315623402596,0.8873153552412987,0.7586712837219238,1,295.71051025390625,1.0,0.0,1.0,1.2302576303482056,1.0,0.9265,0.9265,0.6237018996744997,HBI_b_02,Foldit
2002544_0000,144,45,1.866944909095764,1.819590210914612,0.0084056509658694,0.3602522313594818,1.0,6.677369594573975,0.0,1.819590210914612,[0],4.619442194700241,0.8726566433906555,0.7431763410568237,1,295.71051025390625,1.0,0.0,1.0,1.3838015794754028,1.0,0.9114,0.9114,0.5910773247026647,HBI_b_03,Foldit
2002553_0000,145,46,1.7816455364227295,1.452292561531067,0.0111660351976752,0.2701683938503265,1.0,7.380634784698486,0.0,1.452292561531067,[0],3.614911556243897,0.9201374351978302,0.7738511562347412,1,295.71051025390625,0.9908256880733946,0.0,1.0,0.6436780095100403,1.0,0.9746,0.9746,0.6939633629023934,HBI_b_04,Foldit
2002565_0002,146,47,1.8999042510986328,1.6489522457122805,0.0135641079396009,0.3299166560173034,1.0,7.14251708984375,0.0,1.6489522457122805,[0],4.439356446266174,0.8873226344585419,0.7482548952102661,1,295.71051025390625,0.9908256880733946,0.0,1.0,0.9126444458961488,1.0,0.9516,0.9516,0.631808639229033,HBI_b_07,Foldit
2002590_0001,147,48,1.6267377138137815,1.5295422077178955,0.0079866247251629,0.2890196144580841,1.0,7.535965919494629,0.0,1.5295422077178955,[0],3.28365170955658,0.9300567060709,0.7985007762908936,1,295.71051025390625,1.0,0.0,1.0,0.9346415996551514,1.0,0.9582,0.9582,0.7116081899172526,HBI_b_08,Foldit
2002613_0004,148,49,1.7457067966461182,1.6701738834381104,0.0134593788534402,0.3286846876144409,1.0,7.290563583374023,0.0,1.6701738834381104,[0],4.027359426021576,0.9046307504177094,0.7807245850563049,1,295.71051025390625,1.0,0.0,1.0,1.0421215295791626,1.0,0.9439,0.9439,0.6666458623363687,HBI_b_09,Foldit
2002713_0000,149,50,1.7851461172103882,1.6222869157791138,0.01219994854182,0.3360333144664764,1.0,7.338196277618408,0.0,1.6222869157791138,[0],3.855910263955593,0.910782776772976,0.7760376930236816,1,295.71051025390625,0.9908256880733946,0.0,1.0,1.1338562965393066,1.0,0.9402,0.9402,0.6645350193896334,HBI_b_10,Foldit
2002713_0004,150,51,1.911617875099182,1.7300894260406494,0.0113242827355861,0.3543140292167663,1.0,6.992189884185791,0.0,1.7300894260406494,[0],4.693207830190659,0.8772502839565277,0.739066481590271,1,295.71051025390625,1.0,0.0,1.0,1.2240839004516602,1.0,0.9305,0.9305,0.6032862143195888,HBI_b_13,Foldit
2002713_1006,151,52,1.7507002353668213,1.63714599609375,0.0069818831980228,0.3222558200359344,1.0,7.259410858154297,0.0,1.63714599609375,[0],3.934724628925324,0.9074022248387336,0.7707111835479736,1,295.71051025390625,0.9908256880733946,0.0,1.0,1.2648491859436035,1.0,0.9391,0.9391,0.6567549295615599,HBI_b_14,Foldit
2002745_0000,152,53,1.753943681716919,1.5599838495254517,0.0092921406030654,0.3134788274765014,1.0,7.308004379272461,0.0,1.5599838495254517,[0],3.640022858977318,0.916406475007534,0.778840184211731,1,295.71051025390625,1.0,0.0,1.0,0.9345648288726808,1.0,0.9568,0.9568,0.6829008708943985,HBI_b_15,Foldit
2002745_0001,153,54,1.5235191583633425,1.7167036533355713,0.0088330386206507,0.3368858098983764,1.0,7.880125522613525,0.0,1.7167036533355713,[0],3.2111924290657043,0.9366980120539664,0.8160874843597412,1,295.71051025390625,1.0,0.0,1.0,0.9519384503364564,1.0,0.9476,0.9476,0.724371521990569,HBI_b_16,Foldit
2002745_0003,154,55,1.5347018241882324,1.6405608654022217,0.0059889494441449,0.2944845557212829,1.0,7.576552391052246,0.0,1.6405608654022217,[0],3.163034215569496,0.9392664171755314,0.8049034476280212,1,295.71051025390625,0.9908256880733946,0.0,1.0,0.8164549469947815,1.0,0.9601,0.9601,0.7258536282065149,HBI_b_17,Foldit
2002745_0004,155,56,1.8407853841781616,1.514102578163147,0.0083555094897747,0.284058541059494,1.0,7.104556560516357,0.0,1.514102578163147,[0],4.273306161165237,0.8901272639632225,0.7665843367576599,1,295.71051025390625,1.0,0.0,1.0,0.7585548162460327,1.0,0.9681,0.9681,0.6605904102521798,HBI_b_19,Foldit
2002745_0008,156,57,1.734706997871399,1.630049467086792,0.0090068969875574,0.3230933248996734,1.0,7.348652362823486,0.0,1.630049467086792,[0],3.695097178220749,0.9152605161070824,0.7855072021484375,1,295.71051025390625,1.0,0.0,1.0,0.8702371120452881,1.0,0.9549,0.9549,0.6865193651454953,HBI_b_20,Foldit
2002766_0000,157,58,1.6905245780944824,1.7345601320266724,0.0096252718940377,0.3811841309070587,1.0,7.208364963531494,0.0,1.7345601320266724,[0],3.939392030239105,0.9036182761192322,0.7795634865760803,1,295.71051025390625,1.0,0.0,1.0,1.0969741344451904,1.0,0.9364,0.9364,0.659626204903538,HBI_b_21,Foldit
2002766_0001,158,59,1.6490826606750488,1.647932529449463,0.0100141791626811,0.2968367338180542,1.0,7.660894393920898,0.0,1.647932529449463,[0],3.457517027854919,0.9276587218046188,0.8121396899223328,1,295.71051025390625,1.0,0.0,1.0,1.050605535507202,1.0,0.9462,0.9462,0.7128561671727586,HBI_b_22,Foldit
2002766_0002,159,60,1.5702067613601685,1.5838909149169922,0.0059938691556453,0.2877646088600158,1.0,7.464521408081055,0.0,1.5838909149169922,[0],3.546394668519497,0.9239104613661766,0.8058679699897766,1,295.71051025390625,0.9908256880733946,0.0,1.0,0.7854841351509094,1.0,0.9636,0.9636,0.717448233487972,HBI_b_23,Foldit
2002766_0003,160,61,1.834417462348938,1.5835336446762085,0.0084975929930806,0.3104639947414398,1.0,7.081346035003662,0.0,1.5835336446762085,[0],4.2698675096035,0.8896930143237114,0.7399194240570068,1,295.71051025390625,1.0,0.0,1.0,0.9171220064163208,1.0,0.9551,0.9551,0.62874342143665,HBI_b_25,Foldit
2002766_0004,161,62,1.681672215461731,1.634422779083252,0.0080908825621008,0.3327938318252563,1.0,7.662746429443359,0.0,1.634422779083252,[0],3.631609156727791,0.9185509756207466,0.777597188949585,1,295.71051025390625,0.9908256880733946,0.0,1.0,1.1494910717010498,1.0,0.9421,0.9421,0.67290684873537,HBI_b_26,Foldit
2002766_0006,162,63,1.6756742000579834,1.670823574066162,0.0086980946362018,0.3432428240776062,1.0,7.283212661743164,0.0,1.670823574066162,[0],3.860433541238308,0.9089377000927924,0.7845668196678162,1,295.71051025390625,1.0,0.0,1.0,0.9923390746116638,1.0,0.9455,0.9455,0.6742571919832115,HBI_b_27,Foldit
2002787_0005,163,64,1.7562090158462524,1.6381088495254517,0.0085045481100678,0.3086605668067932,1.0,7.179213523864746,0.0,1.6381088495254517,[0],3.927068501710892,0.9065859690308572,0.772911548614502,1,295.71051025390625,1.0,0.0,1.0,0.8454456329345703,1.0,0.9567,0.9567,0.6703699891393757,HBI_b_28,Foldit
