sid,rmsd_ss,rmsd_msa,plddt_ss,plddt_msa,solubility
1623,,,,,1
124420,,,,,1
204817,,,,,1
54626,,,,,1
29838,,,,,1
12627,,,,,1
12361,,,,,1
92582,,,,,1
240897,,,,,1
168710,,,,,1
169814,,,,,1
48383,,,,,1
207547,,,,,1
59822,,,,,1
166096,24.61104965209961,3.9550299644470215,52.51747606019152,79.03548905608754,1
243393,,,,,1
217436,,,,,1
3714,,,,,1
175502,,,,,1
30867,,,,,1
156858,,,,,1
231260,,,,,1
250095,,,,,1
45856,,,,,1
234381,23.178190231323242,1.5423699617385864,42.86901607212858,89.72979615836927,1
71925,,,,,1
80800,,,,,1
58872,,,,,1
169906,,,,,1
93285,,,,,1
107349,,,,,1
215618,,,,,1
227508,,,,,1
217641,,,,,1
153636,,,,,1
166330,,,,,1
207565,,,,,1
223513,17.643230438232422,3.381619930267334,53.4982536707279,79.45504529834426,1
216214,,,,,1
210248,,,,,1
252228,17.052440643310547,6.434120178222656,40.87001395186606,82.48667945587722,1
151992,,,,,1
294318,,,,,1
217622,,,,,1
29340,,,,,1
44145,22.100570678710938,1.0209599733352661,34.43628453608247,87.96780206185566,1
181829,,,,,1
34231,,,,,1
46355,,,,,1
51888,,,,,1
54515,,,,,1
121422,,,,,1
53561,,,,,1
198905,,,,,1
65433,,,,,1
21055,,,,,1
168335,,,,,1
97442,22.72178077697754,1.8627500534057617,34.92835323923271,87.85073108939558,1
81286,,,,,1
1616,14.965889930725098,0.6539999842643738,42.66833220338983,95.7566372881356,1
62056,,,,,1
155848,,,,,1
169964,,,,,1
144290,,,,,1
44775,,,,,1
36804,20.213590621948242,0.5957800149917603,42.44666540212443,97.42634673748103,1
189448,,,,,1
155567,,,,,1
169791,,,,,1
294863,26.503559112548828,1.178320050239563,35.04011243386243,95.9552876984127,1
26874,,,,,1
68558,,,,,1
147281,20.554710388183594,0.619920015335083,34.000271966527194,89.91587517433751,1
218515,,,,,1
182177,,,,,1
52948,,,,,1
57919,,,,,1
53540,,,,,1
53015,,,,,1
163065,,,,,1
165834,,,,,1
172571,,,,,1
18687,,,,,1
240579,21.5816593170166,21.710540771484375,46.233109525807805,67.47665967268149,1
231258,,,,,1
99112,,,,,1
150094,,,,,1
49758,,,,,1
227162,,,,,1
48878,,,,,1
190623,,,,,1
39334,,,,,1
146765,,,,,1
1341,,,,,1
188851,,,,,1
125242,,,,,1
236731,8.618929862976074,0.9024999737739563,57.30853312302839,89.2293454258675,1
2175,,,,,1
9193,,,,,1
207484,,,,,1
53123,,,,,1
105025,,,,,1
243340,,,,,1
150739,,,,,1
215591,,,,,1
150275,,,,,1
210214,,,,,1
170703,,,,,1
210293,,,,,1
20033,,,,,1
45932,,,,,1
215956,23.552730560302734,26.334049224853516,38.42498005319149,72.22981050531915,1
50159,17.139249801635742,4.061699867248535,46.31168826069886,88.24368276403614,1
168684,,,,,1
54387,,,,,1
69354,,,,,1
234945,20.443029403686523,0.672249972820282,41.687459415584414,91.87875811688312,1
172529,,,,,1
31296,,,,,1
168686,,,,,1
187617,,,,,1
75616,,,,,1
43776,,,,,1
22795,,,,,1
16795,,,,,1
56192,,,,,1
45644,28.986360549926758,1.6354399919509888,36.76675315315315,97.21747747747747,1
241678,22.84343910217285,1.626870036125183,43.460790583274765,88.22799016163036,1
178805,,,,,1
168357,,,,,1
20290,,,,,1
12327,24.340320587158203,1.5659699440002441,40.29769201664776,89.74180855088915,1
84457,,,,,1
79336,,,,,1
217760,,,,,1
235858,,,,,1
185328,14.801289558410645,0.7829099893569946,44.13960836501901,92.98799239543726,1
43750,17.797500610351562,1.5592900514602661,38.905863636363634,91.80144628099174,1
167102,,,,,1
154211,,,,,1
153880,,,,,1
1806,,,,,1
182239,,,,,1
95582,,,,,1
92861,,,,,1
80003,,,,,1
30851,17.768280029296875,0.9865999817848206,49.10194092827005,94.52736708860759,1
1628,14.815930366516113,0.6298999786376953,45.28836370686312,96.21751841799149,1
6171,,,,,1
50151,,,,,1
185274,,,,,1
53478,,,,,1
210289,,,,,1
54520,,,,,1
165847,,,,,1
48049,,,,,1
243349,,,,,1
12455,,,,,1
53588,22.94502067565918,2.332469940185547,40.6213184806428,85.4664426588751,1
49098,,,,,1
162870,,,,,1
80031,,,,,1
144624,,,,,1
195746,,,,,1
32836,,,,,1
109641,,,,,1
176236,,,,,1
189567,,,,,1
54732,,,,,1
45906,18.183170318603516,1.0428199768066406,34.59828278999242,95.77270280515542,1
144699,,,,,1
150469,,,,,1
252852,,,,,1
156095,,,,,1
45341,33.27339172363281,0.9056199789047241,36.95556867469879,95.00238313253013,1
217649,,,,,1
168797,,,,,1
21380,,,,,1
167917,,,,,1
58031,,,,,1
12753,,,,,1
48200,,,,,1
12448,,,,,1
168557,,,,,1
226955,,,,,1
217528,,,,,1
169786,,,,,1
24997,,,,,1
60445,,,,,1
170519,,,,,1
57814,,,,,1
168912,30.91901969909668,0.8118500113487244,32.79988243761996,96.36598848368523,1
166987,,,,,1
234734,31.693979263305664,1.1700600385665894,33.44521839563209,89.47067408651826,1
200619,,,,,1
160133,,,,,1
43094,,,,,1
159790,,,,,1
191296,,,,,1
252544,,,,,1
144616,,,,,1
172627,,,,,1
252763,,,,,1
60447,,,,,1
111307,,,,,1
46910,,,,,1
215035,52.7209587097168,4.732550144195557,37.82995247623812,80.30315657828915,1
214938,35.92018127441406,27.410459518432617,38.50363241678726,85.61806078147612,1
160253,,,,,1
184467,,,,,1
80398,,,,,1
126552,,,,,1
169762,,,,,1
118228,,,,,1
12322,,,,,1
214049,,,,,1
30859,28.65826988220215,0.6674100160598755,32.237638279192275,95.57540825285339,1
168695,,,,,1
170097,28.949010848999023,0.679419994354248,36.045921619293715,96.1874677002584,1
252746,,,,,1
22617,30.061250686645508,3.0596299171447754,34.95945676776822,91.80221140787688,1
76955,,,,,1
53073,,,,,1
288229,,,,,1
166975,,,,,1
54250,32.764469146728516,0.47141000628471375,34.99549458313707,95.51076307112577,1
116119,28.67007064819336,18.64373016357422,35.49289336653837,87.74207606973059,1
64612,,,,,1
20039,31.364749908447266,1.1057699918746948,34.930372081712065,88.12833414396887,1
26133,24.21619987487793,1.5007200241088867,33.29437855787477,90.53270635673624,1
177292,,,,,1
169757,,,,,1
217910,,,,,1
64286,,,,,1
252568,29.06842041015625,0.6001499891281128,31.789699949571357,84.86293998991427,1
206921,,,,,1
43236,,,,,1
32338,,,,,1
210328,30.231990814208984,0.5860199928283691,35.264347826086954,95.90560550233357,1
52079,,,,,1
23825,,,,,1
224387,22.46830940246582,0.7711799740791321,33.53031082802548,88.70579363057324,1
11560,,,,,1
187890,29.255599975585938,0.5722200274467468,32.44464817150063,91.1734577553594,1
169699,,,,,1
169785,,,,,1
11678,,,,,1
118920,,,,,1
176095,,,,,1
170596,,,,,1
287889,,,,,1
149867,,,,,1
178749,,,,,1
156953,,,,,1
64785,,,,,1
113461,,,,,1
53920,,,,,1
79792,,,,,1
59025,,,,,1
224159,,,,,1
287498,,,,,1
242394,,,,,1
53637,,,,,1
35549,,,,,1
151921,,,,,1
65304,24.260839462280273,1.4887299537658691,41.16985209713024,69.45732891832229,1
22268,,,,,1
58050,26.417150497436523,2.791369915008545,31.710167290886393,90.6174481897628,1
234609,,,,,1
226601,20.63751983642578,3.8658199310302734,57.93118705855547,88.7636318067897,1
47956,,,,,1
290143,,,,,1
166980,,,,,1
238958,,,,,1
169727,,,,,1
53900,,,,,1
209024,,,,,1
119809,,,,,1
243036,,,,,1
79891,,,,,1
159097,,,,,1
251409,,,,,1
202969,,,,,1
205398,,,,,1
150644,,,,,1
252754,,,,,1
215760,23.452320098876953,0.914359986782074,35.59554759704252,74.69832486136784,1
170586,,,,,1
170580,,,,,1
53778,,,,,1
164021,,,,,1
98162,,,,,1
32350,,,,,1
57794,,,,,1
169770,,,,,1
210327,32.33573913574219,1.704740047454834,36.223811991117685,91.11424377004688,1
186977,,,,,1
215504,34.30002975463867,17.484560012817383,35.117742083524554,68.53368976594768,1
170558,,,,,1
97685,,,,,1
61410,35.425960540771484,1.602120041847229,32.7219124521887,94.5118402039949,1
252285,,,,,1
57797,,,,,1
250716,,,,,1
205903,,,,,1
45416,,,,,1
104078,,,,,1
53445,20.834510803222656,1.0895700454711914,39.10449782775365,94.26005366726298,1
45643,,,,,1
206757,,,,,1
182792,,,,,1
29976,,,,,1
119993,,,,,1
286639,,,,,1
144675,,,,,1
170391,,,,,1
252756,,,,,1
217530,,,,,1
74176,,,,,1
156322,,,,,1
57690,,,,,1
206852,,,,,1
156915,,,,,1
251066,,,,,1
159691,,,,,1
57775,,,,,1
81090,,,,,1
175954,22.522480010986328,1.2569700479507446,33.443935988272656,92.7596384070364,1
182245,,,,,1
226574,,,,,1
52808,31.171510696411133,1.533869981765747,30.946518022181152,84.92163123844732,1
178054,,,,,1
249732,,,,,1
64289,28.004440307617188,1.6967300176620483,34.28300372670808,83.85119254658385,1
166148,,,,,1
235077,22.37125015258789,1.794909954071045,36.88842396535129,78.06084215591915,1
153250,,,,,1
182538,,,,,1
182099,,,,,1
207592,,,,,1
210440,,,,,1
209031,,,,,1
176203,25.794570922851562,0.5760300159454346,37.72460756501182,95.02855555555557,1
247941,,,,,1
170385,,,,,1
252495,25.584659576416016,1.3155699968338013,34.28235649546827,80.86354636300256,1
250668,,,,,1
252880,25.973859786987305,1.0361299514770508,31.24079777365492,87.83813543599258,1
59027,,,,,1
12385,,,,,1
115928,,,,,1
17161,,,,,1
163671,,,,,1
162906,,,,,1
27502,,,,,1
205980,,,,,1
210444,,,,,1
167781,,,,,1
165681,,,,,1
57574,,,,,1
150561,,,,,1
169661,,,,,1
20900,31.024839401245117,0.6678199768066406,36.50540145985402,94.72198368398455,1
68990,,,,,1
168838,,,,,1
169160,,,,,1
25785,28.63602066040039,0.9759699702262878,35.09223225176872,94.72295437911684,1
43240,,,,,1
165004,,,,,1
151393,,,,,1
17167,,,,,1
180919,30.344749450683594,2.169529914855957,37.13519477693145,92.81468117519043,1
287539,,,,,1
186949,,,,,1
52793,,,,,1
167716,,,,,1
166238,,,,,1
250206,,,,,1
228145,,,,,1
79042,,,,,1
111429,,,,,1
120444,,,,,1
249255,,,,,1
21626,34.349491119384766,0.6199300289154053,34.55572570572071,94.81066200349738,1
60448,,,,,1
210377,,,,,1
242310,,,,,1
217531,,,,,1
64291,,,,,1
123238,,,,,1
210343,,,,,1
217891,,,,,1
177651,31.047269821166992,0.51350998878479,35.64372567409144,95.89837280187575,1
252072,,,,,1
1388,,,,,1
276911,,,,,1
32258,,,,,1
79962,,,,,1
59053,24.97772979736328,0.5478100180625916,36.937790753098184,95.46692564346996,1
218646,,,,,1
46399,,,,,1
18314,25.22916030883789,0.9404699802398682,38.2014546376077,95.84298023314749,1
144702,,,,,1
23822,,,,,1
144291,,,,,1
144575,26.758140563964844,4.75669002532959,37.47741696535245,90.40491039426523,1
227727,,,,,1
166989,,,,,1
32133,,,,,1
167164,,,,,1
165893,,,,,1
218784,,,,,1
206868,,,,,1
170389,,,,,1
43226,,,,,1
164020,,,,,1
156227,,,,,1
159133,,,,,1
242849,,,,,1
249957,,,,,1
151130,,,,,1
163147,,,,,1
207070,,,,,1
169771,,,,,1
12619,,,,,1
60120,,,,,1
48197,,,,,1
215823,28.5415096282959,23.370479583740234,41.72652882205514,78.2612740183793,1
151275,,,,,1
155580,,,,,1
168392,,,,,1
227160,,,,,1
165871,,,,,1
27712,,,,,1
165409,,,,,1
165605,,,,,1
156774,,,,,1
251060,,,,,1
218726,24.292749404907227,22.576980590820312,33.688623718887264,82.1299749006484,1
169576,27.289230346679688,1.292870044708252,35.88906781950824,96.06982437179141,1
97275,,,,,1
160110,,,,,1
6829,,,,,1
288363,,,,,1
12602,,,,,1
170390,,,,,1
185047,,,,,1
35570,,,,,1
191294,,,,,1
64818,,,,,1
57932,,,,,1
242065,,,,,1
243523,,,,,1
156478,,,,,1
160019,,,,,1
45244,,,,,1
51943,,,,,1
215829,,,,,1
23524,,,,,1
60136,,,,,1
175249,,,,,1
168595,,,,,1
46913,,,,,1
206815,,,,,1
64322,,,,,1
214957,,,,,1
50171,,,,,1
25123,,,,,1
187473,,,,,1
215732,24.66267967224121,28.969240188598633,53.83572753026011,87.64639711563224,1
168617,,,,,1
11715,24.858190536499023,1.91798996925354,42.6446838581701,91.52889412348128,1
43653,,,,,1
167597,,,,,1
204824,,,,,1
252191,,,,,1
206581,,,,,1
60350,,,,,1
176844,24.933000564575195,8.079870223999023,38.29161814843955,92.1442853396276,1
169995,,,,,1
179126,,,,,1
106210,,,,,1
22963,,,,,1
149613,,,,,1
218497,54.348350524902344,39.464229583740234,54.56091645452442,68.6058481832909,1
238806,24.53506088256836,1.8360799551010132,35.00884885126965,80.29983313180169,1
169444,,,,,1
222627,,,,,1
102002,,,,,1
170600,,,,,1
179480,,,,,1
185727,,,,,1
7931,,,,,1
218300,,,,,1
163000,,,,,1
160392,,,,,1
187505,,,,,1
163084,,,,,1
207407,,,,,1
165876,,,,,1
60483,,,,,1
52860,,,,,1
28621,,,,,1
111596,,,,,1
132992,,,,,1
144588,,,,,1
167169,,,,,1
165542,,,,,1
66728,,,,,1
11774,,,,,1
245573,,,,,1
150595,,,,,1
60457,,,,,1
168180,,,,,1
119097,,,,,1
61603,,,,,1
165955,,,,,1
11824,,,,,1
57816,,,,,1
199517,,,,,1
53562,,,,,1
12742,,,,,1
234513,,,,,1
103849,,,,,1
240581,,,,,1
11895,,,,,1
165654,,,,,1
168039,,,,,1
27235,,,,,1
169653,,,,,1
170543,,,,,1
286568,,,,,1
52787,,,,,1
169849,,,,,1
1599,,,,,1
219219,,,,,1
178790,,,,,1
170517,,,,,1
36959,,,,,1
154222,,,,,1
242074,,,,,1
226682,,,,,1
168208,,,,,1
155915,,,,,1
68798,,,,,1
52443,,,,,1
155392,,,,,1
21775,,,,,1
169562,33.41563034057617,1.3924100399017334,34.060348166935675,95.41373530089923,1
167906,,,,,1
17193,,,,,1
168789,,,,,1
7290,,,,,1
156396,33.317020416259766,1.2693500518798828,34.399968469561,94.60899587678875,1
191290,,,,,1
181470,30.199649810791016,8.153129577636719,44.4618659107715,67.99387231944787,1
26064,,,,,1
176783,,,,,1
124775,,,,,1
200622,,,,,1
169832,,,,,1
210326,29.20886993408203,0.9460600018501282,32.072139227642275,93.7942530487805,1
200465,,,,,1
144026,,,,,1
65370,22.47028923034668,1.3277499675750732,32.87467391304348,81.28824501811594,1
189578,,,,,1
170388,,,,,1
150698,,,,,1
217915,,,,,1
252769,,,,,1
50531,,,,,1
97406,,,,,1
50417,,,,,1
121098,,,,,1
251100,,,,,1
287802,,,,,1
243563,,,,,1
153340,,,,,1
170518,,,,,1
144726,,,,,1
25942,30.03281021118164,1.0016900300979614,34.23572517321016,94.85533718244805,1
159787,,,,,1
116333,,,,,1
53896,,,,,1
166048,,,,,1
123374,,,,,1
51919,26.42003059387207,4.091989994049072,31.916898963730567,87.16673575129533,1
166999,,,,,1
48216,,,,,1
1796,,,,,1
187604,,,,,1
68750,,,,,1
226596,,,,,1
5829,,,,,1
105655,3.5020599365234375,1.2141900062561035,75.78462151394423,90.97759628154051,1
48653,,,,,1
117768,,,,,1
225330,5.629380226135254,1.6353199481964111,54.359063545150505,86.50516722408027,1
58595,,,,,1
58338,9.810870170593262,1.9753899574279785,39.37420308483291,88.28273778920308,1
210253,,,,,1
240885,8.275150299072266,0.6711000204086304,53.773211267605625,93.27745070422536,1
160469,,,,,1
113668,,,,,1
68931,,,,,1
150229,,,,,1
158688,,,,,1
241294,,,,,1
120902,,,,,1
175204,10.318710327148438,0.4411799907684326,44.967922077922076,91.23145021645021,1
224246,10.097999572753906,0.969569981098175,59.52169960474309,95.96883399209487,1
109704,,,,,1
111344,11.409979820251465,0.9164999723434448,59.77655405405405,88.48462162162161,1
238288,,,,,1
225352,,,,,1
54240,,,,,1
198573,,,,,1
241787,,,,,1
241470,,,,,1
189027,,,,,1
237828,11.267290115356445,1.510759949684143,51.49163179916318,87.89569037656902,1
158677,,,,,1
226801,,,,,1
240661,,,,,1
242998,,,,,1
111860,,,,,1
149495,,,,,1
123509,,,,,1
6614,,,,,1
57846,,,,,1
110764,,,,,1
156052,,,,,1
120393,,,,,1
243990,,,,,1
26534,17.60556983947754,0.5932700037956238,60.83104687500001,88.47623437500002,1
132048,,,,,1
6738,,,,,1
7337,,,,,1
241496,,,,,1
52208,,,,,1
109841,,,,,1
119600,,,,,1
87985,,,,,1
243241,12.274239540100098,6.782209873199463,58.07371859296483,78.2531825795645,1
240724,,,,,1
235907,25.57210922241211,7.410769939422607,73.5292715231788,83.66645033112583,1
12475,,,,,1
102220,,,,,1
215003,,,,,1
119943,12.592559814453125,3.5114200115203857,57.984870017331026,79.34247833622184,1
116861,,,,,1
242741,,,,,1
222860,,,,,1
50816,,,,,1
241338,,,,,1
232598,,,,,1
198967,,,,,1
81044,,,,,1
223755,11.507360458374023,6.176370143890381,58.796023222060946,76.52656023222062,1
116928,,,,,1
156881,,,,,1
241502,,,,,1
178396,,,,,1
116116,,,,,1
57866,,,,,1
155494,,,,,1
241539,,,,,1
111440,,,,,1
235432,,,,,1
241110,,,,,1
117940,,,,,1
227769,,,,,1
245450,,,,,1
78979,,,,,1
61698,2.21724009513855,2.5011401176452637,86.24917127071824,87.55419889502764,1
121065,,,,,1
102748,,,,,1
110721,,,,,1
73559,11.072480201721191,0.6611999869346619,46.60342812006319,97.4232701421801,1
232219,13.931229591369629,2.646130084991455,66.23617606602475,85.44353507565337,1
224220,,,,,1
225262,3.953550100326538,2.318380117416382,74.79831050228312,87.50220700152207,1
190308,,,,,1
156199,,,,,1
242364,6.620409965515137,0.9594500064849854,70.5978247734139,91.49993957703927,1
113626,,,,,1
243119,,,,,1
130996,,,,,1
236144,,,,,1
223652,,,,,1
102324,26.47842025756836,26.2164306640625,82.090462585034,84.6545306122449,1
237935,,,,,1
238262,,,,,1
81613,,,,,1
60353,,,,,1
234971,3.3326499462127686,2.760040044784546,83.3236511627907,85.75288372093023,1
109826,11.454509735107422,3.6209499835968018,47.98776234567901,93.07524691358024,1
122937,,,,,1
106099,,,,,1
102716,,,,,1
240147,,,,,1
44974,,,,,1
105807,,,,,1
198623,,,,,1
235545,,,,,1
130040,,,,,1
242038,,,,,1
109752,,,,,1
187258,,,,,1
226591,,,,,1
230688,,,,,1
241147,4.167409896850586,0.7241299748420715,74.5779220779221,87.72584415584414,1
190886,10.91670036315918,2.941080093383789,72.69958762886596,79.66773195876287,1
44680,,,,,1
241643,,,,,1
106277,,,,,1
111229,8.141900062561035,0.30375000834465027,72.35004184100418,97.79516039051605,1
186736,,,,,1
110745,,,,,1
241214,,,,,1
224124,4.851880073547363,2.8292698860168457,68.44025917926567,91.83762419006482,1
110229,,,,,1
240634,,,,,1
6004,,,,,1
103296,,,,,1
188789,,,,,1
200351,,,,,1
11734,,,,,1
109453,,,,,1
109236,,,,,1
117193,3.8976199626922607,0.6876800060272217,72.23613333333334,87.5269142857143,1
65131,11.331009864807129,1.4114799499511719,47.56818548387096,90.41630376344088,1
237714,,,,,1
81908,,,,,1
241149,15.5726900100708,1.2277499437332153,70.72820132013203,85.21112211221123,1
234678,,,,,1
104143,,,,,1
9099,,,,,1
242352,1.0843900442123413,1.068160057067871,96.8689958158996,92.54217573221759,1
8624,,,,,1
224491,,,,,1
238548,,,,,1
85815,,,,,1
241770,3.814850091934204,3.5456199645996094,85.22006544502618,89.07232984293195,1
155641,,,,,1
158465,,,,,1
110722,,,,,1
109996,,,,,1
6780,,,,,1
117603,2.2035999298095703,1.4794399738311768,72.84650769230768,78.25607692307692,1
242063,,,,,1
1365,,,,,1
194239,,,,,1
64578,,,,,1
72632,,,,,1
156181,,,,,1
133016,,,,,1
190304,,,,,1
80518,,,,,1
178856,,,,,1
217869,,,,,1
154762,,,,,1
121203,,,,,1
201755,,,,,1
236882,,,,,1
97640,,,,,1
131967,,,,,1
109708,,,,,1
109385,,,,,1
105716,,,,,1
70396,,,,,1
5836,,,,,1
49888,,,,,1
175058,13.543880462646484,1.7955399751663208,53.371874015748034,87.00651968503936,1
108300,,,,,1
241089,,,,,1
16896,,,,,1
58513,,,,,1
149824,,,,,1
105495,,,,,1
109812,,,,,1
202094,,,,,1
238603,,,,,1
106001,,,,,1
52534,,,,,1
125904,7.77209997177124,1.491819977760315,46.81061224489796,88.27829313543599,1
236896,,,,,1
217283,,,,,1
121403,,,,,1
131100,,,,,1
5396,,,,,1
237616,,,,,1
45699,,,,,1
132654,,,,,1
3212,,,,,1
234758,,,,,1
201236,,,,,1
241230,,,,,1
110725,,,,,1
54031,,,,,1
236638,5.353899955749512,1.0080100297927856,66.40681114551084,83.27464396284829,1
190483,,,,,1
52325,,,,,1
189421,,,,,1
156216,,,,,1
107494,,,,,1
17122,,,,,1
241490,12.42965030670166,1.688539981842041,61.348076009501185,88.46852731591449,1
116120,,,,,1
119562,,,,,1
242911,10.390410423278809,1.2189099788665771,62.89037099494097,89.37482293423272,1
194374,,,,,1
102868,7.445730209350586,1.5628900527954102,55.71842349304481,91.52528593508501,1
1786,,,,,1
240341,,,,,1
119851,,,,,1
238735,,,,,1
156230,,,,,1
156513,,,,,1
236757,,,,,1
113321,,,,,1
241009,,,,,1
117257,,,,,1
5857,,,,,1
107976,,,,,1
74637,,,,,1
241156,,,,,1
241283,,,,,1
68813,,,,,1
119108,,,,,1
239278,,,,,1
157223,,,,,1
241557,,,,,1
32169,,,,,1
179105,,,,,1
126738,,,,,1
35819,,,,,1
108935,,,,,1
153521,21.208080291748047,2.0175700187683105,44.580661053944496,90.62005300904272,1
3260,,,,,1
64318,19.167129516601562,0.7038000226020813,40.01629213483146,87.02045224719103,1
179168,22.00676918029785,1.813599944114685,35.89846750727449,88.84864209505334,1
132878,,,,,1
12764,,,,,1
252173,,,,,1
207545,,,,,1
245534,25.45615005493164,5.905550003051758,31.105543376135294,78.1672220482305,1
93145,,,,,1
178441,23.432729721069336,1.2449500560760498,38.06889328063241,93.80334144116755,1
288343,,,,,1
70525,,,,,1
179406,,,,,1
98321,,,,,1
189526,,,,,1
36759,,,,,1
150360,30.546480178833008,1.4275200366973877,35.13409034267913,87.34849532710281,1
180905,22.950979232788086,1.0787299871444702,36.760599388379205,92.42470642201832,1
50000,26.651079177856445,0.6825000047683716,36.67847123287671,95.32515616438356,1
188205,25.060060501098633,1.880020022392273,33.29837902982826,91.94992166315154,1
217509,,,,,1
252799,,,,,1
22413,,,,,1
243202,,,,,1
48846,,,,,1
288530,,,,,1
251274,,,,,1
168173,,,,,1
243543,22.308990478515625,0.7670199871063232,33.87346899224806,75.65258720930233,1
184217,,,,,1
113692,19.57925033569336,0.5181900262832642,35.83976145805414,93.22558027338515,1
149203,,,,,1
52100,,,,,1
210309,28.203500747680664,3.6627399921417236,43.2801690140845,87.9828,1
30855,25.39451026916504,0.8340700268745422,39.730569933920705,96.66948788546256,1
60351,,,,,1
450,,,,,1
57804,,,,,1
167247,,,,,1
188888,,,,,1
29519,,,,,1
237784,,,,,1
122740,,,,,1
48004,,,,,1
179107,,,,,1
59865,,,,,1
215865,,,,,1
176258,,,,,1
207271,,,,,1
144219,,,,,1
108529,,,,,1
160313,,,,,1
290138,,,,,1
50706,,,,,1
170459,,,,,1
194161,,,,,1
49915,,,,,1
160294,,,,,1
51345,,,,,1
98640,22.466360092163086,2.184530019760132,31.53257125530625,96.4268890236507,1
3620,,,,,1
194106,,,,,1
286575,,,,,1
24935,,,,,1
252788,,,,,1
170622,,,,,1
32121,,,,,1
5777,,,,,1
207374,,,,,1
178933,27.086000442504883,1.4007699489593506,33.61482716798059,94.24584293511218,1
154723,,,,,1
170308,,,,,1
33593,,,,,1
149617,,,,,1
20758,23.292760848999023,3.1583800315856934,42.649733995907624,94.46273019584916,1
208637,,,,,1
234798,,,,,1
159479,,,,,1
172437,28.405780792236328,3.1058599948883057,39.86764174454829,91.3913644859813,1
120451,,,,,1
200882,,,,,1
152133,,,,,1
80805,,,,,1
32979,,,,,1
251419,,,,,1
190671,,,,,1
35569,,,,,1
153905,,,,,1
85943,,,,,1
50001,30.87820053100586,1.532349944114685,33.61975980784628,94.86652522017614,1
12749,,,,,1
190089,,,,,1
125173,,,,,1
178792,24.622699737548828,3.479710102081299,38.514988745075975,89.72565841305571,1
59162,24.09942054748535,0.7860999703407288,38.393418132611636,95.50732341001354,1
210189,,,,,1
149803,,,,,1
207422,,,,,1
36820,20.575979232788086,0.6302599906921387,35.2385677158533,96.1030089517759,1
60399,,,,,1
181715,,,,,1
184189,,,,,1
42832,,,,,1
109789,,,,,1
85626,,,,,1
152094,,,,,1
91920,,,,,1
104771,,,,,1
11449,,,,,1
63130,27.0687198638916,1.8437800407409668,37.445683720930234,90.60975813953489,1
215571,,,,,1
120104,,,,,1
42915,,,,,1
209442,26.391469955444336,0.8227699995040894,39.124569033272195,90.24642913282683,1
58735,,,,,1
22874,,,,,1
252522,23.988449096679688,9.414380073547363,39.62409868796349,80.95424700513405,1
215122,,,,,1
30213,,,,,1
152862,,,,,1
170296,,,,,1
287708,,,,,1
217508,,,,,1
124228,,,,,1
92253,,,,,1
207421,,,,,1
169797,,,,,1
206850,,,,,1
228097,,,,,1
150635,,,,,1
224275,,,,,1
218708,,,,,1
218923,,,,,1
160068,,,,,1
210315,,,,,1
7930,,,,,1
150626,,,,,1
151979,,,,,1
149839,,,,,1
46364,,,,,1
215503,27.134990692138672,12.5908203125,45.04038737446198,66.35329411764705,1
110090,,,,,1
218287,,,,,1
210191,,,,,1
61597,,,,,1
144029,,,,,1
242382,,,,,1
92218,,,,,1
181614,,,,,1
109371,,,,,1
207628,,,,,1
214923,,,,,1
207297,,,,,1
32103,,,,,1
29810,,,,,1
227866,,,,,1
36807,,,,,1
215616,27.496620178222656,4.202020168304443,39.25924697057126,92.05234852856319,1
12705,,,,,1
48224,,,,,1
59682,,,,,1
210313,,,,,1
252800,,,,,1
168498,25.801509857177734,1.4082000255584717,38.63849425287357,91.54062643678161,1
242739,20.65768051147461,11.280409812927246,42.7901393939394,68.55336666666666,1
168185,,,,,1
58182,25.649850845336914,8.536299705505371,38.81858135495078,92.86394325419805,1
210439,,,,,1
79795,,,,,1
97030,,,,,1
119563,,,,,1
215828,,,,,1
234914,,,,,1
170079,,,,,1
11720,,,,,1
20663,27.104909896850586,0.5809699892997742,31.159975838926176,82.4688,1
219503,,,,,1
225017,,,,,1
117244,,,,,1
169061,,,,,1
61558,,,,,1
155785,,,,,1
146071,,,,,1
12816,,,,,1
79841,,,,,1
97260,,,,,1
165462,,,,,1
200609,20.75506019592285,1.5059000253677368,39.95164712153519,90.3342723880597,1
213966,20.568069458007812,1.5691800117492676,38.36131734754292,85.98720248667851,1
131007,,,,,1
188910,,,,,1
46901,,,,,1
170301,,,,,1
207958,,,,,1
68275,,,,,1
234970,23.38102912902832,1.8820099830627441,32.169874039938556,84.0331213517665,1
74958,28.17089080810547,0.5446900129318237,33.699009268136784,96.59465963566635,1
187157,,,,,1
176799,,,,,1
48248,,,,,1
43271,,,,,1
49722,,,,,1
170338,,,,,1
288024,,,,,1
46425,24.620309829711914,0.8111699819564819,39.947272468714445,94.3043771331058,1
11859,,,,,1
150256,,,,,1
252120,,,,,1
182708,22.817289352416992,0.7005900144577026,35.511199506629666,96.60544557508479,1
23450,,,,,1
288505,,,,,1
43110,,,,,1
178824,,,,,1
168194,,,,,1
10848,,,,,1
227532,,,,,1
20022,,,,,1
20731,30.63591957092285,1.1653300523757935,34.253543268038676,94.64422018348623,1
218658,,,,,1
52210,,,,,1
158091,,,,,1
223619,28.387229919433594,9.098299980163574,36.591254878414894,86.10274392074452,1
156004,,,,,1
