,prot,filename,plddt,rmsd,wrmsd,type,rmsd_rank,designable,designable_w
2368,AF-A0A537QHV8-F1,sample_4,85.51401151631478,0.5459040459772356,0.2781653062502147,AFDB (dark),1.0,1,1
2378,AF-A0A2T3YSS2-F1,sample_5,77.17986068111455,4.945821293619716,2.8099226337713272,AFDB (dark),1.0,0,0
2388,AF-A0A4P6PKQ5-F1,sample_7,79.53664335664335,1.862538109659118,1.5742685753756571,AFDB (dark),1.0,1,1
2407,AF-A0A1G1E9X6-F1,sample_9,90.44399233716476,1.2835334302173471,1.092354168512757,AFDB (dark),1.0,1,1
2415,AF-A0A7I7PIS1-F1,sample_2,73.64510018214935,2.5025870070804466,0.9847073938975048,AFDB (dark),1.0,0,1
2422,AF-A0A8B1B9M7-F1,sample_5,89.34266961651917,0.7688927972643417,0.3945205110891917,AFDB (dark),1.0,1,1
2431,AF-A0A7W0JF21-F1,sample_6,57.92535299806577,12.306886044880512,8.437960118681737,AFDB (dark),1.0,0,0
2452,AF-A0A553L4W4-F1,sample_8,77.44544750430293,1.0748081121758184,0.9134733043236992,AFDB (dark),1.0,1,1
2459,AF-A0A2T5H9B3-F1,sample_2,89.00564371257485,0.5255840287599727,0.3313445889306869,AFDB (dark),1.0,1,1
2468,AF-A0A0C5VJU2-F1,sample_4,84.53279720279721,2.527098303038388,0.4022977054906001,AFDB (dark),1.0,0,1
2481,AF-A0A069SXC5-F1,sample_3,73.64239583333334,1.298314464655529,0.6388432090631893,AFDB (dark),1.0,1,1
2490,AF-A0A6N8HC55-F1,sample_4,73.55769971671388,3.060329887663617,0.6952037036844574,AFDB (dark),1.0,0,1
2503,AF-A0A439IH32-F1,sample_2,73.4115109034268,3.3062417793774057,2.1007225749251366,AFDB (dark),1.0,0,0
2510,AF-A0A7I8E1C9-F1,sample_5,89.53330484330485,1.7499580116226856,0.7503674061365235,AFDB (dark),1.0,1,1
2521,AF-A0A543GJD1-F1,sample_5,78.06821280991736,2.365972155603355,0.9647879726190294,AFDB (dark),1.0,0,1
2538,AF-A0A1V6BF03-F1,sample_10,85.64530552043826,4.878366171909764,0.5107298883888511,AFDB (dark),1.0,0,1
2549,AF-A0A1F9V1Z6-F1,sample_10,75.63632737276478,3.3612490075559247,2.1368536837927943,AFDB (dark),1.0,0,0
2562,AF-A0A2V7YXW8-F1,sample_8,77.15522033898304,8.126832221013913,3.203909414449673,AFDB (dark),1.0,0,0
2569,AF-A0A6L4V4F0-F1,sample_2,68.53900647948164,2.2187052783969192,1.6844628454131074,AFDB (dark),1.0,0,0
2574,AF-W7SE91-F1,sample_6,86.24560480147737,2.286957073827931,1.2458104468038047,AFDB (dark),1.0,0,1
2591,AF-A0A2D8MTI6-F1,sample_2,70.59547248182763,4.181759860824225,3.9525486000057177,AFDB (dark),1.0,0,0
2597,AF-A0A2A9HCD7-F1,sample_7,80.15271458117891,1.3182040688844852,0.7055868319931182,AFDB (dark),1.0,1,1
2617,AF-A0A649YUN5-F1,sample_8,78.39570788530467,1.2447874596103756,0.8536714556020055,AFDB (dark),1.0,1,1
2619,AF-A0A424YET7-F1,sample_7,82.29708661417322,1.5959125910003185,0.8977471400752642,AFDB (dark),1.0,1,1
2638,AF-A0A484TM58-F1,sample_9,81.64589598108748,1.4989518932904546,0.7856613852263468,AFDB (dark),1.0,1,1
2647,AF-A0A3Q9JLD7-F1,sample_2,88.55714768883878,0.6266287795166647,0.5729187243649416,AFDB (dark),1.0,1,1
2652,AF-A0A1T4K2K1-F1,sample_7,79.48285297792587,1.1252451087354836,0.7827593591018125,AFDB (dark),1.0,1,1
2669,AF-A0A7W2NJ25-F1,sample_2,65.92992844364937,8.0022652564948,5.400049245232453,AFDB (dark),1.0,0,0
2676,AF-A0A523U3Q2-F1,sample_4,80.8765742167437,1.322239382928491,1.1249813828974489,AFDB (dark),1.0,1,1
2690,AF-A0A1X7AAY4-F1,sample_2,57.34395950155763,7.65138604798766,5.883883557498979,AFDB (dark),1.0,0,0
2704,AF-D6CK59-F1,sample_9,84.53964285714285,1.633706766168486,1.0697851705514967,AFDB (dark),1.0,1,1
2715,AF-A0A537XRV3-F1,sample_9,84.024029957204,0.5692144127937139,0.4081905779012956,AFDB (dark),1.0,1,1
2722,AF-A0A7T4KFM8-F1,sample_1,62.26423487544484,4.149652985976709,2.8384276886268545,AFDB (dark),1.0,0,0
2736,AF-A0A7Y0FUG0-F1,sample_10,66.94712215320911,3.683221927563695,1.9648705094647645,AFDB (dark),1.0,0,0
2740,AF-A0A062XE53-F1,sample_7,68.66506101938262,1.7047644821150223,1.1522223170705852,AFDB (dark),1.0,0,0
2758,AF-A0A1Y4KYD9-F1,sample_10,82.26901950162514,3.8040104679558864,0.7057287532753567,AFDB (dark),1.0,0,1
2766,AF-A0A6M4WSS6-F1,sample_3,87.9577033492823,1.0570592690040288,0.2292362393508057,AFDB (dark),1.0,1,1
2782,AF-A0A4R6YGP6-F1,sample_8,81.62156906906907,1.4955693195576238,1.5311774310284183,AFDB (dark),1.0,1,1
2791,AF-A0A0T0M5U2-F1,sample_10,55.48810533515732,20.88339136983306,20.205600892165027,AFDB (dark),1.0,0,0
2796,AF-A0A066Z704-F1,sample_5,85.56604690831557,0.7643743149566924,0.5286256935171002,AFDB (dark),1.0,1,1
2805,AF-A0A142MGB9-F1,sample_6,81.66648590021693,0.9402452211653948,0.6084743024720447,AFDB (dark),1.0,1,1
2821,AF-A0A7Y0LEH8-F1,sample_3,78.98532994923858,3.606240642641616,2.558436865120925,AFDB (dark),1.0,0,0
2829,AF-A0A367WPA0-F1,sample_5,81.34102301790281,1.2531478184352725,0.9712432474359516,AFDB (dark),1.0,1,1
2841,AF-A0A7X8XZC8-F1,sample_4,84.07455765710799,3.271517917796782,2.1378001504467985,AFDB (dark),1.0,0,0
2855,AF-A0A544Z636-F1,sample_2,85.92785349233391,0.744863768659179,0.4549405008604786,AFDB (dark),1.0,1,1
2870,AF-A0A4Y9K8X9-F1,sample_8,83.9556996996997,4.368822687929157,1.2672748053988263,AFDB (dark),1.0,0,1
2881,AF-A0A7C1EXX7-F1,sample_8,86.89497470489039,12.496106966842095,1.59449364528846,AFDB (dark),1.0,0,1
2885,AF-A0A8A2UDV5-F1,sample_4,79.8928947368421,1.109463619119544,0.8159985627620208,AFDB (dark),1.0,1,1
2895,AF-A0A7Z8Z9Y1-F1,sample_5,75.85723773584905,3.1734834580685556,1.567983617407292,AFDB (dark),1.0,0,1
2909,AF-A0A183SPG1-F1,sample_3,66.47393818544367,11.545708334294694,10.012884527212446,AFDB (dark),1.0,0,0
2921,AF-A0A846F8V4-F1,sample_2,76.04087893864013,3.513049307433443,1.4073566915372735,AFDB (dark),1.0,0,1
2930,AF-A0A1L9BAK4-F1,sample_1,82.32394221808015,0.798489033290148,0.3751865774809103,AFDB (dark),1.0,1,1
2945,AF-H0T870-F1,sample_10,81.2251627218935,1.2531133521611766,0.8858481705994067,AFDB (dark),1.0,1,1
2954,AF-A0L3S4-F1,sample_2,85.74164928292048,2.653766713460341,1.0443996970436726,AFDB (dark),1.0,0,1
2964,AF-A0A7W9U7E6-F1,sample_3,86.90718135469774,0.4419676490242505,0.3703218178740651,AFDB (dark),1.0,1,1
2976,AF-A0A1V6YE99-F1,sample_3,67.89392823418319,2.2937534263400003,0.7240453157327975,AFDB (dark),1.0,0,0
2989,AF-A0A2V5MHJ4-F1,sample_9,77.94094965675058,1.686535089695042,0.7282554022093488,AFDB (dark),1.0,1,1
2996,AF-A0A1G6G5A8-F1,sample_1,90.72816287878788,0.363966189795419,0.274224337821619,AFDB (dark),1.0,1,1
3010,AF-A0A3M1PX28-F1,sample_10,83.1104761904762,1.7274081544164877,1.0631311833643848,AFDB (dark),1.0,1,1
3015,AF-A0A2A4NZR5-F1,sample_7,84.25542002301495,0.7875534590955199,0.6492198272259515,AFDB (dark),1.0,1,1
3032,AF-A0A2H9VTU4-F1,sample_10,82.12618990384614,0.5256713213248801,0.3404782344628242,AFDB (dark),1.0,1,1
3036,AF-A0A0U9H574-F1,sample_6,86.19962468193384,0.7342854634808328,0.533536425760341,AFDB (dark),1.0,1,1
3054,AF-S3J3H7-F1,sample_10,79.84095198675496,0.9980773334861672,0.847450387240243,AFDB (dark),1.0,1,1
3061,AF-A0A0R3CEB1-F1,sample_4,89.86068273092368,0.7010491062617574,0.2603366766238542,AFDB (dark),1.0,1,1
3072,AF-A0A7Y6W653-F1,sample_4,87.85141562853907,0.4334728123293804,0.4023961475282074,AFDB (dark),1.0,1,1
3080,AF-A0A1G0BKN3-F1,sample_6,78.05650076962544,9.045342638091116,4.90386685991575,AFDB (dark),1.0,0,0
3092,AF-A0A7X0E268-F1,sample_6,75.64917721518988,1.6885709243500604,1.0593980864242585,AFDB (dark),1.0,1,1
3103,AF-A0A7W7PFG6-F1,sample_7,78.97181056160939,4.111662453434264,0.7440224187493035,AFDB (dark),1.0,0,1
3122,AF-U7NF25-F1,sample_8,80.53,0.7772457325510571,0.588786674658548,AFDB (dark),1.0,1,1
3127,AF-I7LFI2-F1,sample_4,78.47910436713546,2.010794998738282,2.009183832930045,AFDB (dark),1.0,0,0
3145,AF-A0A4P7S8K7-F1,sample_8,65.50900641025642,1.224286784977478,0.8573049503230668,AFDB (dark),1.0,0,0
3155,AF-A0A7L6U7X1-F1,sample_9,88.88672566371682,1.026887426572212,0.6834313605622733,AFDB (dark),1.0,1,1
3163,AF-A0A7X7Y340-F1,sample_2,86.04853862212944,0.4023709612435986,0.2859948490403433,AFDB (dark),1.0,1,1
3169,AF-A0A7C1XUS5-F1,sample_7,86.31666666666666,0.2747349038795923,0.2371192549028011,AFDB (dark),1.0,1,1
3181,AF-A0A4Q0SN67-F1,sample_5,85.75731563421829,1.167084993602124,0.4552341923509382,AFDB (dark),1.0,1,1
3190,AF-A0A2H0RN10-F1,sample_6,82.18177447552448,0.842013925420684,0.7157702135475059,AFDB (dark),1.0,1,1
3202,AF-A0A2V1E9H3-F1,sample_7,77.71059283387623,1.2425070237954754,0.5579988364965995,AFDB (dark),1.0,1,1
3212,AF-A0A0P0DXC0-F1,sample_6,93.11297872340424,0.3667404230345207,0.256224077263853,AFDB (dark),1.0,1,1
3228,AF-A0A1M6BD36-F1,sample_3,82.30735115431348,4.336939411710855,2.3334851672102785,AFDB (dark),1.0,0,0
3242,AF-A0A2S0MNA8-F1,sample_9,76.39664179104479,1.5710897303214395,0.6190788089557664,AFDB (dark),1.0,1,1
3253,AF-A0A6G6S6C9-F1,sample_10,87.49166383701188,1.328302300732206,1.0951808846771405,AFDB (dark),1.0,1,1
3259,AF-A0A2W1UJJ6-F1,sample_4,86.96079005120701,1.1982679466807946,1.088091405253366,AFDB (dark),1.0,1,1
3272,AF-A0A846BL13-F1,sample_3,77.89236920039487,2.925052488273296,0.5913025014813764,AFDB (dark),1.0,0,1
3283,AF-A0A150IPW1-F1,sample_3,80.72718822618126,1.0068226665684852,0.7239251317466254,AFDB (dark),1.0,1,1
3290,AF-A0A2P8R2U3-F1,sample_7,82.9849707602339,2.774633063939289,2.1236800743726674,AFDB (dark),1.0,0,0
3300,AF-A0A2X3IQK3-F1,sample_6,83.22341531138437,0.7384854452288316,0.554100070880257,AFDB (dark),1.0,1,1
3313,AF-D5XAU1-F1,sample_5,86.01160127253446,0.544697410262543,0.500878633114681,AFDB (dark),1.0,1,1
3331,AF-A0A4Q3SEH3-F1,sample_9,72.39829310344828,3.9850683311035926,3.6909987006080103,AFDB (dark),1.0,0,0
3343,AF-A0A3D3L7L1-F1,sample_8,73.47664250113276,8.009338586969307,5.132922396131487,AFDB (dark),1.0,0,0
3349,AF-A0A4U8UA78-F1,sample_3,84.03597014925373,1.0811801165503032,0.6408584223019782,AFDB (dark),1.0,1,1
3362,AF-A0A0X8X6M2-F1,sample_2,71.52139412997904,4.547892266165165,0.802975328095471,AFDB (dark),1.0,0,1
3375,AF-R9N4A0-F1,sample_9,73.13279878971255,7.874733405180351,3.0052555451832936,AFDB (dark),1.0,0,0
3383,AF-A0A1F6GPW2-F1,sample_2,64.74726890756303,2.9916553391536636,2.2768226550478183,AFDB (dark),1.0,0,0
3388,AF-A0A7K1LR80-F1,sample_6,74.76178571428572,2.0250650864266952,0.9550701924067562,AFDB (dark),1.0,0,1
3400,AF-A0A2N2J7M6-F1,sample_7,82.66859342915811,0.660913563929411,0.5028648829341353,AFDB (dark),1.0,1,1
3420,AF-A0A074TII6-F1,sample_8,81.86006140350877,1.0589466312981082,0.9400510110521236,AFDB (dark),1.0,1,1
3421,AF-A0A1M3LD80-F1,sample_6,81.52347826086957,2.8657273069211557,2.2398561768915135,AFDB (dark),1.0,0,0
3438,AF-A0A2T2W1F2-F1,sample_3,75.15060218978103,1.7947687004876132,0.4278944179039368,AFDB (dark),1.0,1,1
3445,AF-A0A7Z2VHQ4-F1,sample_7,88.07684210526315,0.6032874699064951,0.5927483506201618,AFDB (dark),1.0,1,1
3458,AF-A0A4Q3BHM5-F1,sample_1,68.0639375629406,1.926368519328845,1.140476787875365,AFDB (dark),1.0,0,0
3475,AF-A0A433RB58-F1,sample_8,87.38125279642058,0.7826700355112222,0.6331905490132617,AFDB (dark),1.0,1,1
3480,AF-A0A3E1P2J6-F1,sample_1,69.6192004996877,2.1810638249202987,1.358470220212655,AFDB (dark),1.0,0,0
3496,AF-V5MJ10-F1,sample_9,82.54067814854683,0.8126682310493977,0.5823465140174996,AFDB (dark),1.0,1,1
3501,AF-A0A285ELP6-F1,sample_4,87.12799564270152,0.9582681471237796,0.7678613473788987,AFDB (dark),1.0,1,1
3515,AF-A0A1E7JA51-F1,sample_2,79.54573242187499,3.3099142518813576,2.1551933487381003,AFDB (dark),1.0,0,0
3522,AF-A0A2Z4UP62-F1,sample_5,84.44615870153292,1.6376292489694315,1.2188420781162037,AFDB (dark),1.0,1,1
3534,AF-A0A6I7XZ80-F1,sample_4,86.97528395061728,4.620141814187614,3.3034509071348257,AFDB (dark),1.0,0,0
3550,AF-A0A3M1NRU8-F1,sample_10,81.71483918128655,1.0871058851645623,0.7124611746201832,AFDB (dark),1.0,1,1
3561,AF-A0A1Q6EK88-F1,sample_10,79.59835390946503,3.3300139441015135,3.233459091048216,AFDB (dark),1.0,0,0
3572,AF-A0A391NVX1-F1,sample_10,80.01480253878702,1.1914249410584663,0.528453619564724,AFDB (dark),1.0,1,1
3584,AF-A0A534ZSZ7-F1,sample_9,87.80895220588235,0.4087212839635977,0.2978582770787137,AFDB (dark),1.0,1,1
3592,AF-A0A089JL53-F1,sample_2,81.8471449067432,0.6317765464021036,0.5020222357509874,AFDB (dark),1.0,1,1
3599,AF-A0A3M9NS52-F1,sample_5,83.55863941018767,0.7881620268232443,0.5142887103037324,AFDB (dark),1.0,1,1
3608,AF-A0A4T2B7P4-F1,sample_6,83.01507666098807,1.2018155157611603,0.5221154861323236,AFDB (dark),1.0,1,1
3625,AF-A0A4Q3V398-F1,sample_2,87.31009400705052,0.9142887110934792,0.6532734106283592,AFDB (dark),1.0,1,1
3632,AF-A0A7Y5SCS8-F1,sample_5,84.53934707903781,1.1595672018991474,0.8109895474727824,AFDB (dark),1.0,1,1
3643,AF-A0A4Y2GGF2-F1,sample_5,78.51090132090133,4.999592234122035,3.5126576592573087,AFDB (dark),1.0,0,0
3662,AF-A0A7Y9AUL1-F1,sample_8,81.95507321681626,4.405280728137147,2.771763740549707,AFDB (dark),1.0,0,0
3663,AF-A0A444SFA0-F1,sample_6,40.7570989884393,11.308728917470097,10.5230625366359,AFDB (dark),1.0,0,0
3677,AF-A0A662H795-F1,sample_4,74.53046934140802,1.209420304357417,0.6730267508056416,AFDB (dark),1.0,1,1
3690,AF-A0A520IRD8-F1,sample_3,86.18371186440677,0.609772363877652,0.2526864339315311,AFDB (dark),1.0,1,1
3704,AF-A0A1E5GJK0-F1,sample_10,77.10474766355141,0.7863425314763537,0.344132890523619,AFDB (dark),1.0,1,1
3709,AF-A0A511DJN0-F1,sample_5,78.9690749235474,1.6624365836635695,0.8251090589407094,AFDB (dark),1.0,1,1
3727,AF-A0A5S9N271-F1,sample_9,78.65944760357434,2.8983263625420306,2.4038758402741705,AFDB (dark),1.0,0,0
3733,AF-A0A0M1I4T6-F1,sample_1,70.02880835380836,2.7778509317693376,2.599418525386924,AFDB (dark),1.0,0,0
3746,AF-A0A0N4WX81-F1,sample_2,57.5446645071726,15.503983792971663,13.56741342262602,AFDB (dark),1.0,0,0
3756,AF-A0A371YRR4-F1,sample_3,54.51204651162791,10.310986763773084,7.73888217807372,AFDB (dark),1.0,0,0
3767,AF-A0A1L3ZY80-F1,sample_3,75.14330057330058,3.8561868718839705,2.0983158494863643,AFDB (dark),1.0,0,0
3778,AF-C8VXV6-F1,sample_1,63.61738334858189,11.266849170010572,2.661942214198264,AFDB (dark),1.0,0,0
3787,AF-A0A515EJW2-F1,sample_4,86.05843055555556,0.7906618266985447,0.4853012911890165,AFDB (dark),1.0,1,1
3804,AF-A0A2M7T8S1-F1,sample_9,78.9678601516428,4.142648222087844,0.9490660872670024,AFDB (dark),1.0,0,1
3816,AF-A0A7T7R6V6-F1,sample_8,83.02291044776119,14.444361753297628,12.346761698216834,AFDB (dark),1.0,0,0
3821,AF-A0A511WSQ4-F1,sample_1,80.50697852760736,1.2426198023365902,0.9764550528990332,AFDB (dark),1.0,1,1
3837,AF-A0A1I2L3T9-F1,sample_9,87.6681461864407,0.5649874094339482,0.4619568347911614,AFDB (dark),1.0,1,1
3842,AF-A0A6I6RLY9-F1,sample_4,70.96816062176167,3.486345992632627,1.5064926900275395,AFDB (dark),1.0,0,1
3851,AF-A0A6H3NZ60-F1,sample_7,76.0388661899898,1.5557864982176033,0.8957665733554464,AFDB (dark),1.0,1,1
3870,AF-A0A645JJB1-F1,sample_9,65.37346341463414,5.168659958876466,2.228124400527705,AFDB (dark),1.0,0,0
3881,AF-A0A3S4AFW8-F1,sample_9,89.33400154499807,1.4793735812862596,0.7785584870509052,AFDB (dark),1.0,1,1
3892,AF-A0A4R6T1R1-F1,sample_9,81.3995374800638,1.0212758857930555,0.4018621275514168,AFDB (dark),1.0,1,1
3896,AF-A0A4R3YL05-F1,sample_5,87.30540462427746,0.5242196608936917,0.4767059555647613,AFDB (dark),1.0,1,1
3915,AF-A0A1B9E7Q5-F1,sample_8,94.06851124940162,3.8375518519011553,3.4818673981219037,AFDB (dark),1.0,0,0
3918,AF-A0A4Z0H2T3-F1,sample_5,84.59560353287537,1.1353258699115514,1.0112292497335995,AFDB (dark),1.0,1,1
3932,AF-A0A6B9YT61-F1,sample_3,79.90449612403101,0.8254398576790363,0.5043679416744231,AFDB (dark),1.0,1,1
3943,AF-Q1GIR2-F1,sample_3,71.22228305785126,4.426414770317854,1.405337472388072,AFDB (dark),1.0,0,1
3949,AF-A0A1I8CZI7-F1,sample_6,84.68664457332228,0.8673105728006243,0.5661937719412544,AFDB (dark),1.0,1,1
3965,AF-A0A821L3U2-F1,sample_3,84.28515954570038,2.4388920958570623,1.630297431390913,AFDB (dark),1.0,0,1
3980,AF-A0A2S1LNY9-F1,sample_9,84.80744947064485,1.076478113221649,0.7880201120240894,AFDB (dark),1.0,1,1
3984,AF-A0A534LV70-F1,sample_5,87.2257635009311,0.734349586783123,0.3815720725239548,AFDB (dark),1.0,1,1
3996,AF-A0A2I8A3G2-F1,sample_4,88.39880733944955,0.4928892980980034,0.3091334423161416,AFDB (dark),1.0,1,1
4009,AF-A0A3B1DKF6-F1,sample_3,78.32571296296295,4.321492369553788,0.653470530715803,AFDB (dark),1.0,0,1
4015,AF-A0A5R9QRD2-F1,sample_6,43.35028380634391,13.29430211258766,9.128655697266352,AFDB (dark),1.0,0,0
4035,AF-A0A850RAE5-F1,sample_9,88.54612972202423,2.564270881435482,1.4370991560232398,AFDB (dark),1.0,0,1
4043,AF-A0A4U9J8I5-F1,sample_2,80.77368357487923,6.943324961216605,1.8412667476964228,AFDB (dark),1.0,0,1
4052,AF-A0A0F2S027-F1,sample_1,79.53787787787788,1.8469432506701744,0.5889950992511234,AFDB (dark),1.0,1,1
4060,AF-A0A1M6VY81-F1,sample_7,88.37450268817204,0.3716550253410974,0.2656693027171059,AFDB (dark),1.0,1,1
4073,AF-A0A2B2BXJ3-F1,sample_4,77.39341158059467,1.4600702923538176,0.8322855475911474,AFDB (dark),1.0,1,1
4090,AF-A0A7W4B1S3-F1,sample_9,67.08897509578544,3.165060299468786,2.624596104418141,AFDB (dark),1.0,0,0
4098,AF-A0A430E249-F1,sample_3,68.26584056827151,4.762216492328376,1.6608228727065644,AFDB (dark),1.0,0,0
4104,AF-A0A7H5EWL0-F1,sample_7,50.831658358258565,10.178551006743572,8.648099249232672,AFDB (dark),1.0,0,0
4117,AF-A0A1F8E469-F1,sample_4,86.49603839441535,0.6327962573972781,0.5020546391712887,AFDB (dark),1.0,1,1
4135,AF-A0A3Q1CQR3-F1,sample_8,56.50772845953002,6.427173460590509,4.979603945986339,AFDB (dark),1.0,0,0
4141,AF-A0A5D0JNC3-F1,sample_3,80.42620525059667,0.901526168944699,0.6687881099280212,AFDB (dark),1.0,1,1
4151,AF-A0A0J0UJ15-F1,sample_4,72.76318411833398,5.259261765896242,3.978358491555517,AFDB (dark),1.0,0,0
4161,AF-A0A371J2A1-F1,sample_4,55.56637016574586,7.812216039863874,6.170172632076686,AFDB (dark),1.0,0,0
4171,AF-A0A3C1SBS9-F1,sample_5,88.06312274368231,0.7654802748846721,0.4435510535987264,AFDB (dark),1.0,1,1
4180,AF-A0A845A513-F1,sample_6,76.85227722772278,7.268348959740079,6.238465130191842,AFDB (dark),1.0,0,0
4194,AF-A0A1H8E464-F1,sample_4,84.23219001610306,0.8753165446807204,0.3654849234311084,AFDB (dark),1.0,1,1
4206,AF-A0A165JDT2-F1,sample_1,79.07325336454066,5.323272651091613,4.565710309406962,AFDB (dark),1.0,0,0
4219,AF-A0A081ND11-F1,sample_2,88.56830218068535,0.3450064116890485,0.3192034327607204,AFDB (dark),1.0,1,1
4234,AF-A0A353X3U3-F1,sample_8,85.1393315018315,1.0296414030556795,0.8584369140402413,AFDB (dark),1.0,1,1
4241,AF-A0A660RHG5-F1,sample_2,86.2950073421439,0.3422124534460995,0.2979261675907253,AFDB (dark),1.0,1,1
4255,AF-A0A1B8Q319-F1,sample_9,85.0093928980527,0.6313831559491978,0.3635635176229467,AFDB (dark),1.0,1,1
4258,AF-A0A7K0UZM1-F1,sample_7,87.29639324487334,0.7284793170656245,0.6148129552703803,AFDB (dark),1.0,1,1
4270,AF-A0A4R2P670-F1,sample_5,89.34729787234042,0.4428338511967649,0.3840043824219764,AFDB (dark),1.0,1,1
4279,AF-A0A6C0JZI4-F1,sample_6,81.41791065292097,1.1287528792447603,0.5056524487713338,AFDB (dark),1.0,1,1
4297,AF-A0A329TRV5-F1,sample_2,64.03611510791366,2.544984090580458,1.094756672443824,AFDB (dark),1.0,0,0
4304,AF-A0A512D8W6-F1,sample_4,84.35950819672132,0.6810391928099846,0.2703075784383082,AFDB (dark),1.0,1,1
4321,AF-G1WT58-F1,sample_9,72.4436567164179,1.331194818561987,1.1629095641104956,AFDB (dark),1.0,1,1
4329,AF-A0A0H3J370-F1,sample_2,88.80668625146885,0.3439064407535517,0.2539100928169086,AFDB (dark),1.0,1,1
4341,AF-A0A1F7UQP3-F1,sample_2,79.77974071478627,1.1252072004344262,0.6257894300706621,AFDB (dark),1.0,1,1
4353,AF-A0A6C0JWN4-F1,sample_9,73.8933447098976,3.1284545609570467,0.8802097886192479,AFDB (dark),1.0,0,1
4366,AF-A0A4R6EJU7-F1,sample_8,84.10483930211203,2.787162976629685,2.0193479561244843,AFDB (dark),1.0,0,0
4372,AF-A0A251X7L9-F1,sample_3,53.864660271782576,10.799032265719802,9.225942203310176,AFDB (dark),1.0,0,0
4383,AF-A0A8B4C7X6-F1,sample_3,78.24424890006286,2.27223092937606,0.692004136292515,AFDB (dark),1.0,0,1
4389,AF-A0A1W6L4T3-F1,sample_6,83.62207471647764,4.718492367860625,3.4938823056264936,AFDB (dark),1.0,0,0
4405,AF-A0A101JX18-F1,sample_3,86.71438150289018,0.7945146945943896,0.5853215510148126,AFDB (dark),1.0,1,1
4413,AF-A0A1Y5SZW3-F1,sample_5,83.71307366638442,4.055672099990248,0.634552593785919,AFDB (dark),1.0,0,1
4431,AF-A0A1I3YKD1-F1,sample_9,72.61020214030914,1.6405769183927437,0.96387902567278,AFDB (dark),1.0,1,1
4438,AF-A0A7J9Q727-F1,sample_3,85.3268637724551,0.7473744488352018,0.4346965600505496,AFDB (dark),1.0,1,1
4447,AF-A0A1R3WWP7-F1,sample_4,88.72524850894631,0.3390599306853316,0.3159583935912123,AFDB (dark),1.0,1,1
4465,AF-A0A0M3A450-F1,sample_8,86.58646428571429,1.222639072952902,0.9023516665178336,AFDB (dark),1.0,1,1
4466,AF-A0A0F6W602-F1,sample_6,81.56609429280397,9.298557837568238,0.9959516984306112,AFDB (dark),1.0,0,1
4480,AF-A0A5P6VSL9-F1,sample_4,77.35533421575116,1.0804870728426694,0.8800175914955821,AFDB (dark),1.0,1,1
4489,AF-A0A7W7MIM7-F1,sample_7,81.98790038314175,1.0996161320819686,1.0543109794569123,AFDB (dark),1.0,1,1
4509,AF-A0A4Y6D002-F1,sample_8,48.08748697260044,22.40310373496965,20.836967869531826,AFDB (dark),1.0,0,0
4516,AF-A0A542P8B8-F1,sample_2,72.76700748129676,2.61210240028966,0.718112065041428,AFDB (dark),1.0,0,1
4521,AF-A0A192D4W5-F1,sample_6,81.26650388457269,1.3966042628867787,1.066366317175241,AFDB (dark),1.0,1,1
4532,AF-A0A235CKT3-F1,sample_6,86.68859756097561,0.3188196352238182,0.2595254876284349,AFDB (dark),1.0,1,1
4547,AF-A0A7Z2YMX3-F1,sample_1,91.73456479690522,0.3396377077575011,0.2866628151704162,AFDB (dark),1.0,1,1
4555,AF-A0A2H5FR12-F1,sample_7,39.298115477145146,17.68625940193326,11.8004361089335,AFDB (dark),1.0,0,0
4570,AF-A0A352TU35-F1,sample_3,81.73416171224731,1.2883542564234376,0.9483492516860468,AFDB (dark),1.0,1,1
4582,AF-A0A4C1V357-F1,sample_3,80.52276752767528,1.8266365850253157,0.6333795981325026,AFDB (dark),1.0,1,1
4593,AF-Q87NH1-F1,sample_2,74.6662563237774,0.835554749896521,0.5616616383844674,AFDB (dark),1.0,1,1
4601,AF-A0A0Q6TGR9-F1,sample_4,84.79413333333333,0.8188296833449447,0.4885723871775526,AFDB (dark),1.0,1,1
4615,AF-B5H7W0-F1,sample_3,83.5716738197425,2.3913292896317726,0.4687102076160847,AFDB (dark),1.0,0,1
4621,AF-A0A496AAC1-F1,sample_7,88.03011131725417,0.524253035916015,0.4456412542413623,AFDB (dark),1.0,1,1
4636,AF-A0A7V1JLG8-F1,sample_3,68.55948051948053,1.5928720991916974,1.0208902912844704,AFDB (dark),1.0,0,0
4642,AF-A0A564FX03-F1,sample_6,90.74421364985164,0.2354550867239182,0.1589280514068526,AFDB (dark),1.0,1,1
4658,AF-A0A444WGE0-F1,sample_3,78.65656050955414,2.1932493622060987,1.5915632142841662,AFDB (dark),1.0,0,1
4668,AF-A0A7D5T8Q3-F1,sample_1,88.18198550724638,0.4814872582067141,0.3070569586778796,AFDB (dark),1.0,1,1
4676,AF-A0A7X7D748-F1,sample_7,84.24783783783784,6.55042527228955,3.9165345868533423,AFDB (dark),1.0,0,0
4690,AF-A0A6P8TZX8-F1,sample_1,49.304109195402305,15.863448621056644,14.745529468822044,AFDB (dark),1.0,0,0
4701,AF-A0A412NC50-F1,sample_1,76.05364922206506,4.320340142557329,2.2527188363454007,AFDB (dark),1.0,0,0
