,prot,filename,plddt,rmsd,wrmsd,incl,pct_helixWT,pct_strandWT,pct_coilWT,length,type,rmsd_rank,designable,designable_w
2229,d2wz9a,sample_6,85.67186315789475,0.7881023774265095,0.3560893170762562,0.9166666666666666,43,28,49,120,PDB,1.0,1,1
2243,d1v3wa,sample_5,92.96396015936256,0.3675083925226513,0.272514129130797,0.9364161849710982,24,72,77,173,PDB,1.0,1,1
2246,d1gpra,sample_4,89.15196817420436,0.5387926300526931,0.3644857622438973,0.8860759493670886,17,61,80,158,PDB,1.0,1,1
2258,d3tg7a2,sample_3,33.420152514427045,13.7203004701207,11.94437924046846,1.0,43,101,166,310,PDB,1.0,0,0
2268,d2qmwa2,sample_4,84.29426626323752,0.581022157803471,0.424119807519108,0.925,22,30,28,80,PDB,1.0,1,1
2281,d1f08a1,sample_8,87.58117497886728,0.5977980658822236,0.439778197987385,0.9448275862068966,57,44,44,145,PDB,1.0,1,1
2294,d3edna1,sample_9,87.8428173374613,1.1548901754013063,0.5303340120672771,0.9389312977099236,24,44,63,131,PDB,1.0,1,1
2309,d1y74b,sample_5,78.98888524590164,1.2021282349803144,0.8153201263210028,0.94,41,0,9,50,PDB,1.0,1,1
2313,d4guza1,sample_3,85.75185306504447,0.7478612166595945,0.5604625402461377,0.9424460431654677,96,84,98,278,PDB,1.0,1,1
2326,d1sg1x3,sample_8,86.90697674418605,0.6920345389546254,0.5964327513889129,0.9285714285714286,0,13,29,42,PDB,1.0,1,1
2340,d3i4ka2,sample_2,94.34394636015324,0.643966606070378,0.5492023230584254,0.9421487603305784,99,42,101,242,PDB,1.0,1,1
2350,d1d3bb,sample_10,84.99405186385738,0.7598477027436918,0.5628896452766976,0.9753086419753086,6,46,29,81,PDB,1.0,1,1
2356,d4qbba,sample_4,85.089272,0.7272634430598537,0.4819920698099459,0.9182389937106918,45,38,76,159,PDB,1.0,1,1
2374,d4kjfa,sample_2,88.91823030303031,0.4401817754263085,0.3732102413581128,0.9433962264150944,57,18,31,106,PDB,1.0,1,1
2382,d2pzha1,sample_6,88.26004686035614,0.6365150604433314,0.4510140142999033,0.9242424242424242,26,59,47,132,PDB,1.0,1,1
2388,d4a02a,sample_1,81.27504934210526,0.8885620107449997,0.602203595148662,0.9216867469879518,18,71,77,166,PDB,1.0,1,1
2398,d5frda1,sample_7,91.45051881993896,0.4262723200976422,0.3417257791083369,0.9444444444444444,116,48,88,252,PDB,1.0,1,1
2411,d1eq1a,sample_4,53.53371453900709,2.9888849135458058,2.6265980871860255,0.9457831325301204,122,0,44,166,PDB,1.0,0,0
2424,d1x7va1,sample_8,91.33110807113545,0.5497972091538784,0.4089528401464786,0.9690721649484536,35,35,27,97,PDB,1.0,1,1
2436,d6zm8a,sample_9,93.49004383218536,0.4401776062658407,0.3618337783337878,0.9182692307692308,63,45,100,208,PDB,1.0,1,1
2451,d2bv6a1,sample_2,82.14218945487042,1.9541219075556515,1.5827955382222243,0.9703703703703704,86,13,36,135,PDB,1.0,1,1
2455,d2m71a1,sample_4,81.07414464534075,0.7478833071375086,0.611604826006247,0.9777777777777776,34,27,29,90,PDB,1.0,1,1
2470,d4uqta,sample_9,85.80060258249641,1.1582264702866163,0.6336905648357,0.8651685393258427,20,30,39,89,PDB,1.0,1,1
2476,d1omoa,sample_1,89.58485355648536,0.562498128053002,0.5329630791607889,0.9625,117,79,124,320,PDB,1.0,1,1
2486,d1hkya1,sample_7,71.07085610200363,2.495835188077884,1.531045587529256,0.9487179487179488,10,16,52,78,PDB,1.0,0,1
2501,d2edna1,sample_3,84.42011778563014,1.1766421663037734,0.7696867919969376,0.8918918918918919,0,43,68,111,PDB,1.0,1,1
2514,d3h7ta,sample_6,89.2201010668164,0.4153167472417041,0.3506382387474295,0.9404255319148936,31,79,125,235,PDB,1.0,1,1
2522,d3k6ma1,sample_3,85.78354856212697,0.9699711535106216,0.6151126481604512,0.8983739837398373,57,79,110,246,PDB,1.0,1,1
2540,d1t3ua,sample_5,72.93402157164869,1.6508974674554713,1.5530026119112823,0.9891304347826086,65,10,17,92,PDB,1.0,1,1
2546,d2fj6a1,sample_8,79.92892234548337,0.7948694639817057,0.6379009387671387,0.9324324324324323,44,0,30,74,PDB,1.0,1,1
2557,d2p6ra1,sample_9,75.15368975903615,1.7154117427128128,0.4975466929284551,0.8470588235294118,48,6,31,85,PDB,1.0,1,1
2564,d5ybya,sample_1,87.53769925611053,0.5143177285807968,0.4547533869917734,0.9346938775510204,12,135,98,245,PDB,1.0,1,1
2575,d3pxla2,sample_1,85.48158517350157,0.6728894277438476,0.4025992410023085,0.9176470588235294,9,71,90,170,PDB,1.0,1,1
2591,d3ecfa1,sample_6,87.03055447470817,0.6066270960467338,0.5066471589657408,0.953125,44,49,35,128,PDB,1.0,1,1
2604,d1bhpa,sample_10,90.29058309037902,0.4833673678634616,0.4133021207982247,0.9555555555555556,17,6,22,45,PDB,1.0,1,1
2614,d1thza2,sample_6,84.942436719541,0.8159588493963988,0.6015835744152525,0.9363867684478372,149,89,155,393,PDB,1.0,1,1
2626,d1v6ea1,sample_10,83.84973602484472,0.8870587570190351,0.6980347892194152,0.951219512195122,11,25,46,82,PDB,1.0,1,1
2638,d2b7na1,sample_5,78.93122580645161,0.6963451814737109,0.5041811870263334,0.9705882352941176,45,24,33,102,PDB,1.0,1,1
2643,d1e5ka,sample_3,82.74929871881321,0.8747557249643837,0.5012631097836201,0.9308510638297872,60,40,88,188,PDB,1.0,1,1
2652,d1jera,sample_1,92.4288768115942,0.4753661559721052,0.2703921081323318,0.9090909090909092,19,29,62,110,PDB,1.0,1,1
2665,d2cvoa2,sample_4,83.11962430055955,0.6252492356673268,0.43659600817292,0.9272727272727272,53,44,68,165,PDB,1.0,1,1
2682,d1uila1,sample_2,74.90858974358974,1.994897042867415,1.3809777850404716,0.89,37,21,42,100,PDB,1.0,1,1
2684,d1sqra,sample_7,68.0875968992248,1.5435633601779788,1.1233499566712033,0.942528735632184,7,33,47,87,PDB,1.0,0,0
2697,d2dada1,sample_4,91.71134275618375,0.7268898041303367,0.5798325116112824,0.925,7,30,43,80,PDB,1.0,1,1
2710,d1nbwb,sample_8,90.94094993581514,0.3638356750978568,0.2904238041700804,0.9469026548672568,40,25,48,113,PDB,1.0,1,1
2718,d2ejqa1,sample_7,81.43938823529412,1.2348978550840657,0.6091948428741416,0.897196261682243,49,18,40,107,PDB,1.0,1,1
2738,d2disa1,sample_5,66.96755704697986,4.282830520414509,1.4257270887383229,0.9166666666666666,19,23,54,96,PDB,1.0,0,0
2744,d5e6za1,sample_8,88.13022511848342,0.6962877738999745,0.3688717758787194,0.9,3,47,60,110,PDB,1.0,1,1
2757,d5ekwa2,sample_6,82.2961482381531,1.7472711217255743,0.6384602935282508,0.9158878504672896,34,34,39,107,PDB,1.0,1,1
2764,d1gkab,sample_3,85.947218798151,1.030114694906481,0.6137432670270386,0.9482758620689656,16,74,84,174,PDB,1.0,1,1
2775,d2l7pa1,sample_3,66.80724517906336,3.784595708856096,1.6581822280794256,0.8764044943820225,15,8,66,89,PDB,1.0,0,0
2788,d6vmee,sample_8,78.18215639810425,1.9350656756314095,0.5924424965099946,0.8823529411764706,66,0,36,102,PDB,1.0,1,1
2796,d4lc3a,sample_4,86.18838456284153,0.6094918344233086,0.4876289215487929,0.9603174603174603,157,63,158,378,PDB,1.0,1,1
2815,d2ia7a1,sample_5,81.32625827814569,0.9170866199983182,0.462593151073867,0.90990990990991,38,29,44,111,PDB,1.0,1,1
2824,d1ctja,sample_2,91.31824786324786,0.3396324769014031,0.278709999208007,0.9325842696629212,51,4,34,89,PDB,1.0,1,1
2834,d1ywqa1,sample_6,81.15708819714656,1.316113790886626,0.733032048324424,0.8894472361809045,100,32,67,199,PDB,1.0,1,1
2846,d1w7ca3,sample_10,61.190790144435,2.8130549072083797,1.5630267252658063,0.8835616438356164,47,35,64,146,PDB,1.0,0,0
2858,d1foea2,sample_2,74.75095094339622,1.6797720602328423,0.8748162275435365,0.9012345679012346,42,46,74,162,PDB,1.0,1,1
2863,d5uroa1,sample_3,88.6735418265541,0.534846707717262,0.4731022068383302,0.9701492537313432,137,58,140,335,PDB,1.0,1,1
2871,d1m2tb1,sample_7,86.89675097276263,1.121485417816151,0.3324462515434541,0.8897058823529411,16,45,75,136,PDB,1.0,1,1
2892,d1erda,sample_5,72.59136363636365,1.9663777457839584,1.4519774219786417,0.9,24,0,16,40,PDB,1.0,1,1
2896,d1wmib1,sample_4,64.15150793650795,8.829379601200914,8.14096890877698,0.9672131147540984,36,0,25,61,PDB,1.0,0,0
2904,d2pu6a,sample_7,88.46725667722951,0.5360945196222869,0.421314792744516,0.9363957597173144,132,54,97,283,PDB,1.0,1,1
2917,d4paka1,sample_1,89.75429677419355,0.457970784905591,0.3900187023622952,0.976897689768977,156,65,82,303,PDB,1.0,1,1
2928,d1r1ta,sample_4,84.92016042780749,1.4209890562799634,1.1962107885826478,0.9591836734693876,58,13,27,98,PDB,1.0,1,1
2947,d2pgca1,sample_5,86.99098840756558,0.7379981708083466,0.4798819783077908,0.9563106796116504,81,66,59,206,PDB,1.0,1,1
2950,d1zq1c1,sample_1,81.02181222707425,1.108959589832982,0.8832993261653133,0.9464285714285714,37,0,19,56,PDB,1.0,1,1
2964,d2ff4a3,sample_8,89.25544041450777,0.4983142907896647,0.3227532458481241,0.898989898989899,0,42,57,99,PDB,1.0,1,1
2978,d2hdoa1,sample_10,89.528332326284,0.4428248290342875,0.3952221732662784,0.9565217391304348,103,32,72,207,PDB,1.0,1,1
2982,d2ce0a,sample_1,88.20352469959947,0.6320461715290893,0.396215212481737,0.8686868686868687,50,6,43,99,PDB,1.0,1,1
2992,d4b0na1,sample_7,87.6502380952381,0.9262166766183922,0.59375880895149,0.9043478260869564,92,52,86,230,PDB,1.0,1,1
3006,d1ox0a1,sample_4,91.72725823591924,0.5797923829393893,0.461186857684158,0.9362549800796812,102,44,105,251,PDB,1.0,1,1
3016,d1an4a1,sample_1,65.21698259187622,7.850976866860602,7.240328059196035,0.96875,29,0,35,64,PDB,1.0,0,0
3031,d1ibya,sample_6,86.84501210653752,2.363418509046341,0.7839951149659521,0.8660714285714286,3,74,35,112,PDB,1.0,0,1
3046,d5gm0a1,sample_5,86.02057657657657,0.7653191103995325,0.3595880701330723,0.9230769230769232,3,74,66,143,PDB,1.0,1,1
3053,d5eo4a,sample_6,84.85067513899921,0.8083239199385822,0.590544315030844,0.9483870967741936,40,56,59,155,PDB,1.0,1,1
3068,d5o2va,sample_5,77.09875698324022,2.1393687023156054,0.7997484865392347,0.8260869565217391,23,27,42,92,PDB,1.0,0,1
3076,d2a7ba,sample_6,91.5311958997722,0.5739236722005874,0.5283101157543763,0.975,6,65,49,120,PDB,1.0,1,1
3088,d1kbha,sample_10,59.24010067114095,3.9684503244171503,3.517733575207698,0.9574468085106383,29,0,18,47,PDB,1.0,0,0
3099,d1uuna,sample_2,72.61809030347891,2.655870554316468,1.7863822152787994,0.9619565217391304,3,114,67,184,PDB,1.0,0,1
3111,d5hs7a1,sample_2,85.66180783817953,0.8283504057298418,0.7189519536458937,0.9702970297029704,57,14,30,101,PDB,1.0,1,1
3119,d1nppa2,sample_9,88.28178807947019,0.5462670684869667,0.315630803506899,0.9482758620689656,6,31,21,58,PDB,1.0,1,1
3125,d1ahoa,sample_1,90.7800888888889,0.6130666395913216,0.3640101785861006,0.921875,10,25,29,64,PDB,1.0,1,1
3136,d6pypa1,sample_1,88.97580690627203,0.5391842342108256,0.391451104307854,0.9375,65,54,73,192,PDB,1.0,1,1
3147,d1x6oa2,sample_1,88.57857142857142,0.5971226031014516,0.5790433553537176,0.9873417721518988,12,36,31,79,PDB,1.0,1,1
3157,d3tuic1,sample_7,83.18931987247608,0.62204963418671,0.5454453601724619,0.9625,92,62,86,240,PDB,1.0,1,1
3171,d2zada1,sample_3,87.67597192224622,0.6819118821788874,0.5784743127896528,0.926829268292683,52,42,29,123,PDB,1.0,1,1
3183,d3heib1,sample_8,85.07264569842738,0.8345838575059421,0.4698634035587586,0.8846153846153846,15,42,73,130,PDB,1.0,1,1
3194,d2zhna,sample_3,89.84141818181818,0.5740281856377207,0.3077270055944858,0.9103448275862068,3,76,66,145,PDB,1.0,1,1
3204,d2w9ha,sample_3,86.48701670644392,0.4561108938657269,0.3449372267727105,0.9235668789808916,31,58,68,157,PDB,1.0,1,1
3222,d1yjdc1,sample_5,80.91378504672899,0.6768428634919826,0.445217433409682,0.8983050847457628,3,65,50,118,PDB,1.0,1,1
3224,d3d22a1,sample_1,88.6176335078534,0.5261327699629837,0.4146077473951017,0.9396551724137931,49,28,39,116,PDB,1.0,1,1
3234,d3h90a1,sample_7,54.92212205270457,5.039317165186684,4.227156912213578,0.9850746268656716,124,0,77,201,PDB,1.0,0,0
3251,d4k8va1,sample_9,81.51266942576306,2.298439433483336,1.100752193826685,0.8623481781376519,75,57,115,247,PDB,1.0,0,1
3265,d2jzya,sample_2,77.7191414752116,1.7929167084011737,1.2739342767766288,0.903846153846154,34,17,53,104,PDB,1.0,1,1
3267,d4akma,sample_7,85.92446982055465,0.4753952850533136,0.3812340962691716,0.9548387096774194,3,89,63,155,PDB,1.0,1,1
3286,d1uj2a,sample_2,88.4590318906606,0.5933356980757063,0.4744020094280637,0.9671361502347418,110,44,59,213,PDB,1.0,1,1
3289,d1b7ca,sample_7,87.86455823293173,0.3382842410274002,0.268763059188279,0.971830985915493,37,2,32,71,PDB,1.0,1,1
3301,d1a62a2,sample_1,85.8920650406504,0.4848546918236119,0.3335619328801978,0.9487179487179488,9,33,36,78,PDB,1.0,1,1
3315,d7kria1,sample_8,81.1821420518602,0.923340791048526,0.6158028994120572,0.9469026548672568,17,49,47,113,PDB,1.0,1,1
3322,d1dbwa,sample_7,87.67079911209768,0.5190687881659203,0.4173706099664183,0.959349593495935,54,26,43,123,PDB,1.0,1,1
3343,d1iq8a4,sample_5,64.78997272727273,2.343002671922617,1.414189442824407,0.9103448275862068,51,29,65,145,PDB,1.0,0,0
3350,d1c01a,sample_6,77.67304081632652,1.0735805054439176,0.8626517327675066,0.9473684210526316,3,29,44,76,PDB,1.0,1,1
3358,d1ghja,sample_4,82.19881863560732,1.2548800672668905,1.0410541356594254,0.9746835443037974,0,33,46,79,PDB,1.0,1,1
3373,d1t4wa,sample_6,83.43375246872942,1.2932627701362096,0.816542971125362,0.9540816326530612,34,77,85,196,PDB,1.0,1,1
3386,d1ckta,sample_2,87.38832512315271,0.5567446247164676,0.449381019967662,0.8591549295774648,47,0,24,71,PDB,1.0,1,1
3390,d2hr7a1,sample_4,86.81466666666667,0.6026537316566274,0.5350340899536887,0.9673202614379084,15,53,85,153,PDB,1.0,1,1
3400,d2a73a4,sample_1,87.82544642857144,1.0095577817714612,0.7499441280306571,0.9081632653061223,0,40,58,98,PDB,1.0,1,1
3413,d2amia,sample_4,81.4405255023184,1.0412447808620475,0.5911927039840584,0.9473684210526316,46,6,24,76,PDB,1.0,1,1
3430,d6lsqa1,sample_2,81.80283950617283,0.6579498252764951,0.5531030550166502,0.9333333333333332,0,9,36,45,PDB,1.0,1,1
3438,d1t6ca1,sample_9,83.45408602150539,0.4837451916212097,0.3475577338948544,0.9206349206349206,54,38,34,126,PDB,1.0,1,1
3446,d2koha1,sample_3,77.5381862152358,1.5192377147859488,0.7349255961785041,0.8807339449541285,25,43,41,109,PDB,1.0,1,1
3456,d2joka,sample_4,53.77000713266762,4.452303656765335,3.2448790916418995,0.9347826086956522,125,6,53,184,PDB,1.0,0,0
3473,d4lflb,sample_10,82.17074650077761,1.0612123389788992,0.4352437146380169,0.8546511627906976,80,24,68,172,PDB,1.0,1,1
3485,d6pu3a,sample_2,86.289141328144,0.6656225371117312,0.5162331245462104,0.939453125,172,119,221,512,PDB,1.0,1,1
3487,d2dawa1,sample_7,82.89720524017467,1.2275411198639383,1.0087144241941586,0.9574468085106383,58,26,57,141,PDB,1.0,1,1
3501,d2o6pa1,sample_3,88.34473140495868,0.8552675665372537,0.5501982363687877,0.9586776859504132,8,81,32,121,PDB,1.0,1,1
3513,d2yexa,sample_8,87.93618173474071,0.5740052740060833,0.3568594804726214,0.9516728624535316,98,59,112,269,PDB,1.0,1,1
3521,d1v5ua1,sample_1,80.37918414918414,1.02958159670713,0.815097931321617,0.971153846153846,15,38,51,104,PDB,1.0,1,1
3533,d1jo8a,sample_4,88.97843817787418,0.4795387860381553,0.2434330317736407,0.9482758620689656,3,26,29,58,PDB,1.0,1,1
3550,d1byra,sample_2,91.7474537444934,0.4544148816990667,0.4110300534579679,0.9802631578947368,57,44,51,152,PDB,1.0,1,1
3563,d1jjcb5,sample_5,86.57482045039562,1.3708443089692193,0.5884505969631476,0.8743961352657005,62,62,83,207,PDB,1.0,1,1
3570,d3g0oa2,sample_9,88.06798568507156,0.5410148270605111,0.3810657237166024,0.926829268292683,90,2,31,123,PDB,1.0,1,1
3578,d4maca,sample_3,91.3111570247934,0.4024688823307065,0.3197534033414582,0.9390243902439024,18,26,38,82,PDB,1.0,1,1
3586,d1roca1,sample_7,83.86452224052718,0.6435687636561693,0.5774749749007901,0.9738562091503268,15,75,63,153,PDB,1.0,1,1
3606,d2c61a2,sample_2,74.50960308710032,1.738571880955145,0.5174112640193308,0.8207547169811321,68,0,38,106,PDB,1.0,1,1
3615,d1zr9a1,sample_10,59.05735357917571,5.350360261327441,3.624347914495615,0.9552238805970148,21,4,42,67,PDB,1.0,0,0
3627,d2ooca1,sample_2,92.5183044058745,0.5683882552800479,0.4225142281944936,0.9615384615384616,81,0,23,104,PDB,1.0,1,1
3635,d2auwa1,sample_8,79.08129629629629,3.3338785939410847,0.8642835674430512,0.8507462686567164,38,0,29,67,PDB,1.0,0,1
3647,d2fl4a1,sample_6,75.21441493775933,1.9681257102387577,0.8590424740180085,0.863013698630137,50,44,52,146,PDB,1.0,1,1
3660,d3ttva1,sample_2,64.16100513736878,10.319294468861534,2.944924337228602,0.8701754385964913,176,80,314,570,PDB,1.0,0,0
3673,d7dz7u,sample_5,58.14048287478945,6.251329300531181,2.400051339227004,0.9726027397260274,114,4,101,219,PDB,1.0,0,0
3682,d4ghga1,sample_2,77.92571917808219,1.2388538453216502,0.8277213827838371,0.8620689655172413,24,51,70,145,PDB,1.0,1,1
3694,d2dixa1,sample_2,69.50877323420075,1.2443654122139136,1.005644701945772,0.9014084507042254,27,21,23,71,PDB,1.0,0,0
3701,d1qyia1,sample_9,86.5088644568428,0.7416793815754138,0.5974634463639108,0.955026455026455,203,29,146,378,PDB,1.0,1,1
3716,d2llda,sample_2,73.22758122743681,2.5677309557991066,1.4686555347507446,0.925,7,8,25,40,PDB,1.0,0,1
3723,d1pn2a2,sample_8,89.19955624355005,0.4883878388740807,0.4239466615795174,0.9274193548387096,33,41,50,124,PDB,1.0,1,1
3730,d2xova,sample_1,86.75466863033873,0.5905383421952028,0.5083198790819166,0.9834254143646408,138,0,43,181,PDB,1.0,1,1
3747,d1tzyc,sample_6,79.03320175438597,2.5854669542363276,1.6640704953497822,0.9473684210526316,68,0,27,95,PDB,1.0,0,1
3758,d2fxua2,sample_10,93.2605612244898,1.0035531780107545,0.5226324312498265,0.8755555555555555,114,32,79,225,PDB,1.0,1,1
3763,d5d66a1,sample_1,87.67047945205479,0.4653824715297645,0.3461806678541015,0.9270833333333334,48,0,48,96,PDB,1.0,1,1
3778,d2eiaa1,sample_8,87.96973018549747,0.5934635722452235,0.4144483184478325,0.9466666666666668,35,0,40,75,PDB,1.0,1,1
3786,d1vtxa,sample_4,80.4358275862069,1.3338462224452416,1.05115327314424,0.9047619047619048,6,9,27,42,PDB,1.0,1,1
3800,d3ubca,sample_8,87.09003770028275,0.4845619203521983,0.47978890810225,1.0,114,0,17,131,PDB,1.0,1,1
3809,d6dkua,sample_3,87.77302968270214,0.9483124104565928,0.7064963857749208,0.96,62,20,43,125,PDB,1.0,1,1
3827,d1z06a1,sample_5,81.65351934523808,0.7775196487942309,0.4754140227685752,0.8848484848484849,60,40,65,165,PDB,1.0,1,1
3835,d4gyva1,sample_10,85.26271541950113,0.708852693212249,0.5820666338724526,0.9339622641509434,170,0,42,212,PDB,1.0,1,1
3839,d1gz0a1,sample_7,88.72295454545454,0.5088095470406327,0.3877436706327057,0.9156626506024096,67,34,65,166,PDB,1.0,1,1
3855,d1wv8a1,sample_8,82.33585365853658,1.1002983351768478,0.315113559486375,0.9154929577464788,18,21,32,71,PDB,1.0,1,1
3864,d6bmea,sample_3,81.94584942084943,0.7812970166840238,0.417393307079863,0.9448818897637796,91,0,36,127,PDB,1.0,1,1
3872,d4qqwa4,sample_7,76.52465462274178,2.6505412458592983,1.479554237398459,0.9426229508196722,26,37,59,122,PDB,1.0,0,1
3889,d1l2wi,sample_6,65.6776616915423,7.32430516623229,7.016167710582151,0.9649122807017544,17,4,36,57,PDB,1.0,0,0
3902,d1wfka1,sample_10,70.58595197255575,3.430798608700508,1.8529335404957996,0.8666666666666667,9,18,48,75,PDB,1.0,0,1
3907,d5ufta1,sample_4,90.54301707779886,0.3833419121779171,0.3226259249154404,0.965034965034965,77,29,37,143,PDB,1.0,1,1
3918,d3by5a1,sample_1,83.32895206243033,0.5622609963859637,0.3451808479572176,0.943089430894309,50,26,47,123,PDB,1.0,1,1
3931,d2j9ub1,sample_3,87.43271428571428,0.3577538956951329,0.3007448075650156,0.9787234042553192,7,11,29,47,PDB,1.0,1,1
3941,d4htga2,sample_3,89.94508137432189,0.4490259566250941,0.3293377831957864,0.8875,32,25,23,80,PDB,1.0,1,1
3953,d6a97a1,sample_3,79.7213422347154,0.7558643964188806,0.6296672640617456,0.9542857142857144,62,55,58,175,PDB,1.0,1,1
3970,d6gvda1,sample_5,48.03619627507163,7.923965357254954,6.547979009717524,0.96045197740113,24,85,68,177,PDB,1.0,0,0
3972,d3uh0a2,sample_1,82.16664739884392,1.100399344175687,0.4282202663542732,0.8688524590163934,51,21,50,122,PDB,1.0,1,1
3982,d1e5da1,sample_7,90.09537980339589,0.3871877773964891,0.3106511255303557,0.9473684210526316,70,32,50,152,PDB,1.0,1,1
3998,d2ffma,sample_8,83.59212893553223,0.4395338374308502,0.3426370801163922,0.9156626506024096,17,28,38,83,PDB,1.0,1,1
4014,d1x40a1,sample_5,83.1936036036036,1.6430374150709566,0.7312077740047014,0.8333333333333334,45,2,31,78,PDB,1.0,1,1
4023,d5dzsa1,sample_10,85.81147878787878,0.5910747017940999,0.5491058237251596,1.0,37,30,33,100,PDB,1.0,1,1
4027,d2a9sa1,sample_1,90.73665859564164,0.426874430794981,0.289383357377559,0.9640718562874252,75,33,59,167,PDB,1.0,1,1
4040,d1t0ba,sample_3,80.55684098185698,3.152467033221264,0.5138892021186735,0.9291666666666668,77,70,93,240,PDB,1.0,0,1
4058,d6sdya1,sample_5,75.21135593220338,1.815949470205034,1.5578041272085517,0.9857142857142858,18,14,38,70,PDB,1.0,1,1
4063,d2r7ja2,sample_8,68.34373483535528,2.5917826957863084,1.0415912288801772,0.9295774647887324,69,20,53,142,PDB,1.0,0,0
4075,d1tvna1,sample_8,87.09492430988425,0.5761550535632188,0.4710515293517948,0.962457337883959,113,60,120,293,PDB,1.0,1,1
4082,d6r77a,sample_1,85.10999623352166,0.9520283235125604,0.5018443864433884,0.942528735632184,81,141,126,348,PDB,1.0,1,1
4101,d1xfka,sample_2,85.22712740384614,1.0396605744862,0.4829238033850834,0.9166666666666666,143,58,123,324,PDB,1.0,1,1
4109,d3nvvc1,sample_9,85.93744111349037,1.8464565219215432,0.9273078556927156,0.8790322580645161,23,37,64,124,PDB,1.0,1,1
4123,d3ddja1,sample_2,88.6567866549605,0.5917100907884401,0.5026349661819752,0.9290780141843972,66,31,44,141,PDB,1.0,1,1
4133,d2cpxa1,sample_10,71.57654731457801,2.5995210513181486,0.9416850242544016,0.8137254901960784,22,21,59,102,PDB,1.0,0,1
4140,d3k9ca,sample_3,90.9265428276574,0.5166024470608205,0.4586033149483187,0.9701492537313432,105,61,102,268,PDB,1.0,1,1
4150,d1xtea,sample_3,87.39392778993434,0.5709015751854722,0.3771056678403135,0.913793103448276,48,32,36,116,PDB,1.0,1,1
4165,d1yb0a1,sample_10,88.54228252194733,0.4910601182674817,0.3959565760617844,0.9363057324840764,66,26,65,157,PDB,1.0,1,1
4176,d2wtaa,sample_10,90.72507509386732,0.3866092236638595,0.3135240499436791,0.9575471698113208,59,53,100,212,PDB,1.0,1,1
4181,d5b5ea,sample_1,47.41092900608519,12.56160040527642,11.4542550888084,0.9910179640718564,201,10,123,334,PDB,1.0,0,0
4192,d1tjla1,sample_1,78.13144632768362,1.9588511482399251,0.9744378533283196,0.9230769230769232,75,0,29,104,PDB,1.0,1,1
4205,d1kxpd2,sample_3,85.2181301369863,0.6499251056656181,0.615313199801117,0.9736842105263158,133,0,57,190,PDB,1.0,1,1
4223,d1p94a,sample_5,72.20073667711598,6.308082478375277,6.23873508784852,1.0,37,0,39,76,PDB,1.0,0,0
4233,d1uptb,sample_2,83.98987206823028,0.8557593154275657,0.4968083400478721,0.896551724137931,45,0,13,58,PDB,1.0,1,1
4240,d5p9va,sample_8,93.54499392466586,0.3873532846770272,0.3435148744599714,0.9577464788732394,96,42,75,213,PDB,1.0,1,1
4256,d1vf7a,sample_5,85.67578319783198,1.0539995543116314,0.9621250984063776,0.9704641350210972,68,73,96,237,PDB,1.0,1,1
4267,d5h7fa,sample_5,86.19731795241528,0.6543613733862024,0.4606670371016826,0.912087912087912,43,70,69,182,PDB,1.0,1,1
4274,d1xvpb,sample_6,84.79786505538772,0.7240878142785118,0.6079136157113446,0.967479674796748,166,7,73,246,PDB,1.0,1,1
4279,d1xe0a1,sample_7,87.77912073490813,0.5139584306102349,0.4006459132323242,0.9333333333333332,0,68,37,105,PDB,1.0,1,1
4298,d1n69a,sample_10,91.990859375,0.4797092335574321,0.3864829450240702,1.0,62,0,16,78,PDB,1.0,1,1
4306,d1kqfc,sample_8,79.7952502844141,0.9795662184990426,0.7407046760281792,0.9305555555555556,164,6,46,216,PDB,1.0,1,1
4321,d3pxva,sample_5,81.91766835626358,0.8812826667379061,0.6055096312238426,0.9095744680851064,88,26,74,188,PDB,1.0,1,1
4325,d1k04a,sample_1,77.31303938356164,6.861281198853966,4.035856971099124,0.9225352112676056,111,0,31,142,PDB,1.0,0,0
4343,d2vk8a3,sample_2,85.6897946484132,0.7424744491415266,0.5872833211135617,0.955665024630542,87,34,82,203,PDB,1.0,1,1
4346,d1k32a1,sample_1,85.00956834532374,0.9515470954415032,0.4055044382626067,0.9010989010989012,11,40,40,91,PDB,1.0,1,1
4358,d5ktna1,sample_4,94.8034238896076,0.5315452987049407,0.4741331263310319,0.97,133,49,118,300,PDB,1.0,1,1
4367,d1v30a1,sample_7,90.47510489510488,0.3593923086088251,0.2866091844033772,0.9636363636363636,20,51,39,110,PDB,1.0,1,1
4381,d4b9ca1,sample_3,90.49118327402137,0.4816603169724963,0.4069606528575644,0.9657534246575342,9,71,66,146,PDB,1.0,1,1
4396,d1w2la,sample_10,88.82205607476635,0.3518492609465093,0.2951686733738284,0.9484536082474226,40,8,49,97,PDB,1.0,1,1
4402,d4gmua1,sample_4,30.674187012987012,17.516225031739683,17.685511417182425,0.9727626459143968,93,53,111,257,PDB,1.0,0,0
4416,d1kpta,sample_8,87.48100942126516,0.510598312168611,0.3739912215701402,0.961904761904762,33,28,44,105,PDB,1.0,1,1
4422,d1t3ta1,sample_7,85.43134615384616,1.0150701025468882,0.3819009952636018,0.9117647058823528,41,2,25,68,PDB,1.0,1,1
4438,d3f5oa,sample_8,87.07972433460075,0.4745841793080801,0.4270872085412132,0.9420289855072465,38,57,43,138,PDB,1.0,1,1
